champ,role,pickrate,winrate,banrate,rank,change
Yuumi,SUPPORT,8.27,50.73,7.74,irontogold,no change
Zac,JUNGLE,4.14,52.57,1.48,irontogold,no change
Zed,MID,11.91,48.81,45.71,irontogold,no change
Ziggs,MID,1.26,49.31,0.23,irontogold,buff
Ziggs,SUPPORT,0.3,50.84,0.23,irontogold,buff
Ziggs,ADC,0.25,50.95,0.23,irontogold,buff
Zilean,MID,0.34,53.08,0.65,irontogold,no change
Zilean,SUPPORT,2.63,51.65,0.65,irontogold,no change
Zoe,MID,2.57,45.56,1.35,irontogold,no change
Zyra,SUPPORT,4.98,52.52,2.71,irontogold,no change
Aatrox,MID,0.51,52.61,3.87,irontogold,no change
Aatrox,TOP,4.14,48.44,3.87,irontogold,no change
Ahri,MID,5,50.06,1.73,irontogold,no change
Akali,MID,11.21,48.81,19.59,irontogold,no change
Akali,TOP,3.99,48.1,19.59,irontogold,no change
Alistar,SUPPORT,5.16,50.18,2.09,irontogold,no change
Amumu,JUNGLE,3.9,53.88,1.12,irontogold,no change
Anivia,MID,2.49,51.52,2.72,irontogold,no change
Anivia,SUPPORT,0.43,47.85,2.72,irontogold,no change
Annie,MID,2.31,52.65,1.25,irontogold,no change
Annie,SUPPORT,0.34,49.52,1.25,irontogold,no change
Aphelios,ADC,3.7,46.73,1.22,irontogold,buff
Ashe,ADC,8.5,50.17,1.49,irontogold,no change
Aurelion Sol,MID,0.58,50.35,0.19,irontogold,no change
Azir,MID,1.07,44.56,0.18,irontogold,no change
Bard,SUPPORT,2.28,49.22,0.31,irontogold,no change
Blitzcrank,SUPPORT,6.51,49.45,13.47,irontogold,no change
Brand,SUPPORT,6.09,52.15,9.14,irontogold,no change
Brand,MID,1.2,52.78,9.14,irontogold,no change
Braum,SUPPORT,2.68,50.34,0.45,irontogold,no change
Caitlyn,ADC,12.13,48.32,7.8,irontogold,no change
Camille,TOP,4.3,50.85,2.67,irontogold,no change
Cassiopeia,TOP,0.23,50.21,0.83,irontogold,no change
Cassiopeia,MID,1.35,48.96,0.83,irontogold,no change
Cho'Gath,TOP,3.08,51.23,1.63,irontogold,no change
Cho'Gath,MID,0.57,52,1.63,irontogold,no change
Corki,MID,1.44,53.03,0.31,irontogold,no change
Corki,ADC,0.16,49.38,0.31,irontogold,no change
Darius,TOP,6.18,48.56,28.24,irontogold,no change
Diana,JUNGLE,6.66,51.65,12.31,irontogold,no change
Diana,MID,3.94,51.82,12.31,irontogold,no change
Dr. Mundo,TOP,11.71,52.21,32.69,irontogold,no change
Dr. Mundo,JUNGLE,4.19,46.31,32.69,irontogold,no change
Draven,ADC,5.25,49.27,5.01,irontogold,no change
Ekko,JUNGLE,4.48,50.72,3.23,irontogold,no change
Ekko,MID,3.52,51.04,3.23,irontogold,no change
Elise,JUNGLE,2.95,48.6,6.94,irontogold,no change
Evelynn,JUNGLE,3.86,49.52,5.67,irontogold,no change
Ezreal,ADC,29.01,51.06,20.13,irontogold,no change
Fiddlesticks,JUNGLE,4.01,51.24,2.95,irontogold,no change
Fiora,TOP,4.44,49.85,5.43,irontogold,no change
Fizz,MID,3.95,50.89,9.51,irontogold,no change
Galio,MID,2.65,51.22,1.33,irontogold,no change
Galio,SUPPORT,2.14,49.59,1.33,irontogold,no change
Gangplank,TOP,2.19,45.16,1,irontogold,no change
Gangplank,MID,0.46,46.49,1,irontogold,no change
Garen,TOP,6.49,50.92,4.55,irontogold,no change
Garen,MID,0.86,54.08,4.55,irontogold,no change
Gnar,TOP,3.72,48.46,2.89,irontogold,no change
Gragas,TOP,0.32,48.67,0.24,irontogold,no change
Gragas,JUNGLE,1.56,48.03,0.24,irontogold,no change
Gragas,SUPPORT,0.35,46.85,0.24,irontogold,no change
Graves,JUNGLE,4.12,49.34,1.58,irontogold,no change
Gwen,TOP,5.36,47.56,18.25,irontogold,no change
Gwen,JUNGLE,0.98,49.94,18.25,irontogold,no change
Gwen,MID,1.02,48.84,18.25,irontogold,no change
Hecarim,JUNGLE,5.45,48.95,4.38,irontogold,no change
Heimerdinger,MID,1.13,52,1.37,irontogold,no change
Heimerdinger,TOP,0.86,48.79,1.37,irontogold,no change
Illaoi,TOP,3.1,50.5,5.55,irontogold,no change
Irelia,TOP,4.78,46.67,9.45,irontogold,no change
Irelia,MID,3.73,46.1,9.45,irontogold,no change
Ivern,JUNGLE,0.92,48.5,0.25,irontogold,no change
Janna,SUPPORT,2.92,50.53,0.18,irontogold,no change
Jarvan IV,JUNGLE,2.26,49.63,0.2,irontogold,no change
Jax,TOP,4.79,49.75,4.3,irontogold,no change
Jax,JUNGLE,2.04,50.59,4.3,irontogold,no change
Jayce,MID,0.95,50.2,0.84,irontogold,no change
Jayce,TOP,2.24,47.19,0.84,irontogold,no change
Jhin,ADC,15.09,50.88,5.42,irontogold,no change
Jinx,ADC,12.15,49.71,2.76,irontogold,no change
Kai'Sa,ADC,17.59,48.43,7.67,irontogold,no change
Kalista,ADC,1.62,46.36,0.37,irontogold,no change
Karma,SUPPORT,6.57,47.62,1.14,irontogold,no change
Karthus,MID,0.21,50.2,0.53,irontogold,no change
Karthus,JUNGLE,1.34,49.42,0.53,irontogold,no change
Kassadin,MID,3,48.73,4.03,irontogold,no change
Katarina,MID,9.48,50.36,14.73,irontogold,no change
Kayle,MID,0.88,54.55,1.09,irontogold,no change
Kayle,TOP,3.37,51.63,1.09,irontogold,no change
Kayn,JUNGLE,11.58,50.67,10.16,irontogold,no change
Kennen,MID,0.37,51.98,0.26,irontogold,no change
Kennen,TOP,1.34,49.27,0.26,irontogold,no change
Kha'Zix,JUNGLE,8.29,49.13,8.16,irontogold,no change
Kindred,JUNGLE,4.56,48.77,1.95,irontogold,no change
Kled,MID,0.33,54.58,1.24,irontogold,no change
Kled,TOP,1.85,51.02,1.24,irontogold,no change
Kog'Maw,ADC,4.23,51.49,1.39,irontogold,no change
LeBlanc,MID,4.32,48.01,5.14,irontogold,no change
Lee Sin,JUNGLE,14.8,48.1,20.53,irontogold,nerf
Lee Sin,TOP,2.67,48.23,20.53,irontogold,nerf
Leona,SUPPORT,11.09,50.94,25.58,irontogold,no change
Lillia,JUNGLE,1.26,45.16,0.3,irontogold,no change
Lissandra,MID,1.36,49.72,0.36,irontogold,no change
Lucian,ADC,6.56,46.42,3.11,irontogold,no change
Lucian,MID,3.57,45.68,3.11,irontogold,no change
Lulu,SUPPORT,11.72,50.16,18.51,irontogold,no change
Lux,SUPPORT,13.52,50.12,6.7,irontogold,no change
Lux,MID,5.45,51.69,6.7,irontogold,no change
Malphite,TOP,5.27,51.74,6.37,irontogold,no change
Malphite,MID,1.41,52.14,6.37,irontogold,no change
Malphite,SUPPORT,1.65,49.01,6.37,irontogold,no change
Malzahar,MID,3.68,53.57,4.96,irontogold,no change
Maokai,SUPPORT,2.21,52.14,0.39,irontogold,no change
Maokai,TOP,0.51,50.02,0.39,irontogold,no change
Master Yi,JUNGLE,11.28,51.96,22.88,irontogold,no change
Miss Fortune,ADC,11.65,51.05,2.04,irontogold,no change
Mordekaiser,TOP,8.64,50.63,14.2,irontogold,no change
Mordekaiser,MID,1.23,54.25,14.2,irontogold,no change
Morgana,SUPPORT,10.91,50.39,40.26,irontogold,no change
Morgana,JUNGLE,1.96,50.36,40.26,irontogold,no change
Nami,SUPPORT,3.89,51.32,0.2,irontogold,no change
Nasus,TOP,6.84,53.01,7.56,irontogold,no change
Nautilus,SUPPORT,9.08,50.2,11.38,irontogold,no change
Neeko,MID,2.16,51.03,0.83,irontogold,no change
Neeko,SUPPORT,0.95,48.82,0.83,irontogold,no change
Nidalee,JUNGLE,3.15,44.9,0.82,irontogold,no change
Nocturne,JUNGLE,6.6,50.57,6.41,irontogold,no change
Olaf,JUNGLE,1.42,46.55,1.28,irontogold,buff
Olaf,TOP,0.26,43.44,1.28,irontogold,buff
Orianna,MID,2.42,47.49,0.35,irontogold,no change
Ornn,TOP,3.28,52.13,0.76,irontogold,no change
Pantheon,MID,2.95,50.68,4.37,irontogold,no change
Pantheon,TOP,0.88,49.18,4.37,irontogold,no change
Pantheon,SUPPORT,2.72,45.96,4.37,irontogold,no change
Poppy,JUNGLE,1.88,50.44,0.96,irontogold,no change
Poppy,TOP,1.28,47.96,0.96,irontogold,no change
Pyke,SUPPORT,7.56,47.86,11.91,irontogold,no change
Qiyana,MID,3.16,45.91,2.07,irontogold,no change
Quinn,TOP,1.59,49.46,1.22,irontogold,no change
Quinn,MID,0.3,50.91,1.22,irontogold,no change
Rakan,SUPPORT,2.95,49.37,0.2,irontogold,no change
Rammus,JUNGLE,3.29,52.39,6.98,irontogold,no change
Rek'Sai,JUNGLE,1.58,47.9,0.76,irontogold,no change
Rell,SUPPORT,1.7,49.61,1.63,irontogold,no change
Renekton,TOP,4.33,45.61,5.26,irontogold,no change
Renekton,MID,1.01,48.6,5.26,irontogold,no change
Rengar,TOP,0.81,48.26,1.35,irontogold,no change
Rengar,JUNGLE,2.31,44.65,1.35,irontogold,no change
Riven,TOP,4.47,48.88,1.85,irontogold,nerf
Riven,MID,0.77,52.39,1.85,irontogold,nerf
Rumble,MID,0.92,51.49,3.48,irontogold,nerf
Rumble,JUNGLE,3.99,46.73,3.48,irontogold,nerf
Rumble,TOP,0.82,48.01,3.48,irontogold,nerf
Ryze,MID,2.37,46.25,0.28,irontogold,no change
Ryze,TOP,0.78,45.89,0.28,irontogold,no change
Samira,ADC,11.19,49.87,36.19,irontogold,no change
Sejuani,JUNGLE,2.04,51.12,0.19,irontogold,no change
Senna,SUPPORT,11.72,49.33,13.45,irontogold,no change
Senna,ADC,2.11,49.65,13.45,irontogold,no change
Seraphine,SUPPORT,4.87,50.05,3.22,irontogold,no change
Sett,TOP,12.93,51.13,15.43,irontogold,no change
Sett,MID,2.45,53.5,15.43,irontogold,no change
Sett,SUPPORT,2.42,46.3,15.43,irontogold,no change
Shaco,JUNGLE,8.97,50.63,31.97,irontogold,no change
Shaco,SUPPORT,1.64,51.31,31.97,irontogold,no change
Shen,TOP,4.68,51,2.03,irontogold,no change
Shen,SUPPORT,0.66,49.2,2.03,irontogold,no change
Shyvana,TOP,0.22,50.36,0.29,irontogold,no change
Shyvana,JUNGLE,1.66,50.59,0.29,irontogold,no change
Singed,TOP,1.26,51.95,0.26,irontogold,no change
Sion,TOP,2.08,51.47,0.23,irontogold,no change
Sivir,ADC,4.42,50.9,1.34,irontogold,no change
Skarner,JUNGLE,0.72,52.69,0.16,irontogold,no change
Sona,SUPPORT,2.23,52.04,0.12,irontogold,no change
Soraka,SUPPORT,4.72,50.7,0.66,irontogold,no change
Swain,MID,0.66,54.34,5.5,irontogold,no change
Swain,ADC,0.65,54.78,5.5,irontogold,no change
Swain,SUPPORT,4.5,51.07,5.5,irontogold,no change
Sylas,MID,11.24,48.51,17.7,irontogold,no change
Sylas,TOP,4.84,47.7,17.7,irontogold,no change
Syndra,MID,1.74,46.42,0.55,irontogold,no change
Tahm Kench,ADC,0.25,50.82,0.41,irontogold,tweak
Tahm Kench,TOP,1.05,46.63,0.41,irontogold,tweak
Tahm Kench,SUPPORT,0.48,43.59,0.41,irontogold,tweak
Taliyah,SUPPORT,0.08,49.22,0.09,irontogold,no change
Taliyah,MID,0.1,47.23,0.09,irontogold,no change
Taliyah,JUNGLE,0.54,47.09,0.09,irontogold,no change
Talon,MID,3.99,48.39,3.94,irontogold,no change
Taric,SUPPORT,1.11,51.09,0.14,irontogold,no change
Teemo,TOP,5.24,50.59,6.56,irontogold,no change
Teemo,MID,0.7,52.29,6.56,irontogold,no change
Thresh,SUPPORT,11.92,48.06,7.31,irontogold,no change
Tristana,ADC,13.12,50.13,13.14,irontogold,no change
Trundle,JUNGLE,1.99,52.42,0.41,irontogold,no change
Trundle,TOP,1.05,51.07,0.41,irontogold,no change
Tryndamere,MID,0.82,51.98,4.1,irontogold,no change
Tryndamere,TOP,3.67,48.12,4.1,irontogold,no change
Tryndamere,JUNGLE,0.55,47.86,4.1,irontogold,no change
Twisted Fate,MID,2.64,47.35,0.22,irontogold,no change
Twitch,ADC,4.5,49.38,2.52,irontogold,no change
Twitch,JUNGLE,0.66,44.54,2.52,irontogold,no change
Udyr,JUNGLE,2.68,48.05,3.35,irontogold,no change
Urgot,TOP,4.63,51.26,5.87,irontogold,no change
Varus,ADC,6.07,47.57,1.27,irontogold,no change
Vayne,ADC,12.02,50.6,11.81,irontogold,no change
Vayne,TOP,1.98,48.65,11.81,irontogold,no change
Veigar,MID,4.4,50.97,1.66,irontogold,no change
Veigar,SUPPORT,1.31,49.4,1.66,irontogold,no change
Vel'Koz,MID,1.42,51.46,0.78,irontogold,no change
Vel'Koz,SUPPORT,2.49,50.86,0.78,irontogold,no change
Vi,JUNGLE,3.44,51.41,0.54,irontogold,tweak
Viego,JUNGLE,8.99,49.64,17.15,irontogold,tweak
Viego,MID,3.71,50.69,17.15,irontogold,tweak
Viego,TOP,1.61,49.78,17.15,irontogold,tweak
Viktor,MID,2.83,50.73,0.52,irontogold,no change
Vladimir,MID,3.47,50.46,4.7,irontogold,no change
Vladimir,TOP,1.23,49.68,4.7,irontogold,no change
Volibear,JUNGLE,4.99,51.42,5.33,irontogold,no change
Volibear,TOP,3.66,49.43,5.33,irontogold,no change
Warwick,JUNGLE,7.3,51.76,4.24,irontogold,no change
Warwick,TOP,1.09,50.27,4.24,irontogold,no change
Wukong,TOP,4.2,52.23,4.72,irontogold,no change
Wukong,MID,0.68,53.94,4.72,irontogold,no change
Wukong,JUNGLE,1.08,51.16,4.72,irontogold,no change
Xayah,ADC,3.15,47.25,0.36,irontogold,buff
Xerath,SUPPORT,5.24,51.09,6.07,irontogold,no change
Xerath,MID,3.25,50.81,6.07,irontogold,no change
Xin Zhao,JUNGLE,11.02,52.24,8.27,irontogold,no change
Yasuo,MID,13.27,51.39,26.53,irontogold,no change
Yasuo,TOP,2.85,51.29,26.53,irontogold,no change
Yasuo,ADC,2.09,51.55,26.53,irontogold,no change
Yone,MID,9.9,51.36,18.57,irontogold,no change
Yone,TOP,2.53,50.44,18.57,irontogold,no change
Yorick,TOP,2.46,51.9,1.83,irontogold,no change
Yuumi,SUPPORT,8.74,50.74,8.01,irontogold,no change
Zac,JUNGLE,3.96,52.45,1.38,irontogold,no change
Zed,MID,11.66,48.53,45.25,irontogold,no change
Ziggs,MID,2.42,50.17,0.36,irontogold,no change
Ziggs,ADC,0.64,51.8,0.36,irontogold,no change
Ziggs,SUPPORT,0.48,50.5,0.36,irontogold,no change
Zilean,MID,0.33,53.66,0.63,irontogold,no change
Zilean,SUPPORT,2.63,52.1,0.63,irontogold,no change
Zoe,MID,2.3,44.65,1.18,irontogold,no change
Zyra,SUPPORT,4.96,52.69,2.72,irontogold,no change
Aatrox,TOP,4.06,48.62,3.49,irontogold,no change
Aatrox,MID,0.49,50.99,3.49,irontogold,no change
Ahri,MID,5.05,50.56,1.69,irontogold,no change
Akali,MID,11.47,48.26,22.58,irontogold,nerf
Akali,TOP,4.33,48.13,22.58,irontogold,nerf
Alistar,SUPPORT,4.71,50.33,1.77,irontogold,no change
Amumu,JUNGLE,3.78,53.28,0.98,irontogold,no change
Anivia,MID,2.57,51.9,2.59,irontogold,no change
Anivia,SUPPORT,0.45,47.81,2.59,irontogold,no change
Annie,MID,2.45,53.25,1.27,irontogold,no change
Annie,SUPPORT,0.34,49.21,1.27,irontogold,no change
Aphelios,ADC,5.15,49.29,1.79,irontogold,no change
Ashe,ADC,8.75,50.35,1.49,irontogold,no change
Aurelion Sol,MID,0.61,50.22,0.19,irontogold,no change
Azir,MID,1.21,45.47,0.18,irontogold,no change
Bard,SUPPORT,2.15,48.91,0.29,irontogold,no change
Blitzcrank,SUPPORT,6.39,49.5,13.4,irontogold,no change
Brand,SUPPORT,6.23,53.18,9.36,irontogold,no change
Brand,MID,1.25,53.51,9.36,irontogold,no change
Braum,SUPPORT,2.6,49.9,0.44,irontogold,no change
Caitlyn,ADC,12.04,48.5,7.4,irontogold,no change
Camille,TOP,4.88,51.62,3.56,irontogold,no change
Cassiopeia,TOP,0.32,51.5,0.88,irontogold,no change
Cassiopeia,MID,1.6,49.51,0.88,irontogold,no change
Cho'Gath,TOP,2.81,50.63,1.43,irontogold,no change
Cho'Gath,MID,0.53,51.13,1.43,irontogold,no change
Corki,MID,1.32,51.59,0.3,irontogold,no change
Corki,ADC,0.17,50.39,0.3,irontogold,no change
Darius,TOP,5.05,46.32,24.26,irontogold,buff
Diana,JUNGLE,8.03,50.35,11.3,irontogold,no change
Diana,MID,3.88,50.85,11.3,irontogold,no change
Dr. Mundo,TOP,6.3,52.82,18.59,irontogold,tweak
Dr. Mundo,JUNGLE,1.41,47.11,18.59,irontogold,tweak
Draven,ADC,4.93,49.64,5.5,irontogold,no change
Ekko,JUNGLE,4.33,50.22,3.19,irontogold,no change
Ekko,MID,3.36,50.79,3.19,irontogold,no change
Elise,JUNGLE,2.61,48.49,5.29,irontogold,no change
Evelynn,JUNGLE,3.88,48.7,5.37,irontogold,no change
Ezreal,ADC,27.29,49.68,22.52,irontogold,no change
Fiddlesticks,JUNGLE,3.86,50.47,2.75,irontogold,no change
Fiora,TOP,6.21,50.39,7.6,irontogold,no change
Fizz,MID,3.82,50.33,8.66,irontogold,no change
Galio,MID,2.52,51.05,1.25,irontogold,no change
Galio,SUPPORT,2.14,48.89,1.25,irontogold,no change
Gangplank,TOP,2.19,45.41,0.95,irontogold,no change
Gangplank,MID,0.42,46.27,0.95,irontogold,no change
Garen,TOP,5.85,50.72,4.05,irontogold,buff
Garen,MID,0.74,53.81,4.05,irontogold,buff
Gnar,TOP,3.28,49.27,2.29,irontogold,no change
Gragas,JUNGLE,1.53,46.8,0.23,irontogold,no change
Gragas,TOP,0.33,46.61,0.23,irontogold,no change
Gragas,SUPPORT,0.34,46.41,0.23,irontogold,no change
Graves,JUNGLE,3.6,49.27,1.32,irontogold,buff
Gwen,TOP,5.21,47.49,19.49,irontogold,no change
Gwen,JUNGLE,0.91,49.31,19.49,irontogold,no change
Gwen,MID,0.88,48.48,19.49,irontogold,no change
Hecarim,JUNGLE,4.45,48.88,3.28,irontogold,no change
Heimerdinger,MID,1.18,52.8,1.58,irontogold,no change
Heimerdinger,TOP,0.95,50.63,1.58,irontogold,no change
Illaoi,TOP,3.21,50.49,5.78,irontogold,buff
Irelia,TOP,5.13,46.48,9.39,irontogold,tweak
Irelia,MID,3.79,46.2,9.39,irontogold,tweak
Ivern,JUNGLE,0.85,47.09,0.25,irontogold,buff
Janna,SUPPORT,2.77,49.79,0.18,irontogold,no change
Jarvan IV,JUNGLE,2.09,49.84,0.2,irontogold,no change
Jax,TOP,5.73,50.47,5.07,irontogold,no change
Jax,JUNGLE,2.1,50.32,5.07,irontogold,no change
Jayce,MID,0.89,49.34,0.71,irontogold,no change
Jayce,TOP,2.14,47.42,0.71,irontogold,no change
Jhin,ADC,14.87,50.82,4.93,irontogold,no change
Jinx,ADC,11.53,49.8,2.1,irontogold,no change
Kai'Sa,ADC,16.24,48.65,5.85,irontogold,no change
Kalista,ADC,2.24,46.62,0.48,irontogold,no change
Karma,SUPPORT,6.85,47.34,1.64,irontogold,nerf
Karthus,MID,0.21,51.89,0.51,irontogold,no change
Karthus,JUNGLE,1.45,50.01,0.51,irontogold,no change
Kassadin,MID,3.15,49.42,3.92,irontogold,no change
Katarina,MID,9.49,49.85,15.38,irontogold,no change
Kayle,TOP,3.54,52.31,1.16,irontogold,no change
Kayle,MID,0.97,54.43,1.16,irontogold,no change
Kayn,JUNGLE,12,50.1,9.92,irontogold,no change
Kennen,MID,0.4,52.36,0.26,irontogold,no change
Kennen,TOP,1.34,49.11,0.26,irontogold,no change
Kha'Zix,JUNGLE,7.68,49.18,7.19,irontogold,no change
Kindred,JUNGLE,4.06,48.38,1.63,irontogold,no change
Kled,MID,0.34,54.02,1.2,irontogold,no change
Kled,TOP,1.91,51.08,1.2,irontogold,no change
Kog'Maw,ADC,5.32,52.07,2.23,irontogold,no change
LeBlanc,MID,5.96,48.69,7.18,irontogold,no change
Lee Sin,JUNGLE,14.77,47.65,18.4,irontogold,no change
Lee Sin,TOP,2.03,46.29,18.4,irontogold,no change
Leona,SUPPORT,10.86,50.96,24.94,irontogold,no change
Lillia,JUNGLE,1.34,45.14,0.28,irontogold,tweak
Lissandra,MID,1.47,49.37,0.35,irontogold,no change
Lucian,ADC,6.4,46.12,3.08,irontogold,no change
Lucian,MID,3.43,45.54,3.08,irontogold,no change
Lulu,SUPPORT,11.86,50.27,20.33,irontogold,no change
Lux,SUPPORT,13.84,50.5,7.12,irontogold,no change
Lux,MID,5.54,51.98,7.12,irontogold,no change
Malphite,TOP,5.25,51.48,6.5,irontogold,no change
Malphite,MID,1.36,52.35,6.5,irontogold,no change
Malphite,SUPPORT,1.57,48.99,6.5,irontogold,no change
Malzahar,MID,4.08,53.87,5.51,irontogold,nerf
Maokai,TOP,0.57,50.74,0.34,irontogold,no change
Maokai,SUPPORT,2.17,51.26,0.34,irontogold,no change
Master Yi,JUNGLE,11.06,51.65,23.01,irontogold,no change
Miss Fortune,ADC,11.52,51.26,1.98,irontogold,no change
Mordekaiser,TOP,7.58,49.77,12.43,irontogold,no change
Mordekaiser,MID,1.1,53.37,12.43,irontogold,no change
Morgana,SUPPORT,10.93,50.38,36.79,irontogold,no change
Morgana,JUNGLE,1.51,50.9,36.79,irontogold,no change
Nami,SUPPORT,3.79,51.06,0.19,irontogold,no change
Nasus,TOP,7.17,52.27,8.18,irontogold,no change
Nautilus,SUPPORT,8.58,49.75,11.13,irontogold,no change
Neeko,MID,2.12,50.95,0.79,irontogold,no change
Neeko,SUPPORT,0.96,48.09,0.79,irontogold,no change
Nidalee,JUNGLE,2.74,44.74,0.68,irontogold,no change
Nocturne,JUNGLE,10.3,52.95,20.61,irontogold,tweak
Nocturne,TOP,2.29,52.72,20.61,irontogold,tweak
Olaf,JUNGLE,1.79,48.18,1.3,irontogold,no change
Olaf,TOP,0.33,45.6,1.3,irontogold,no change
Orianna,MID,2.36,48.49,0.3,irontogold,no change
Ornn,TOP,3.2,52.4,0.66,irontogold,no change
Pantheon,MID,2.94,50.47,3.95,irontogold,no change
Pantheon,TOP,0.97,49.24,3.95,irontogold,no change
Pantheon,SUPPORT,2.79,46.33,3.95,irontogold,no change
Poppy,JUNGLE,1.9,50.01,0.65,irontogold,no change
Poppy,TOP,0.92,49.6,0.65,irontogold,no change
Pyke,SUPPORT,7.57,47.65,11.89,irontogold,no change
Pyke,MID,0.88,51.17,11.89,irontogold,no change
Qiyana,MID,2.78,44.82,1.67,irontogold,no change
Quinn,MID,0.29,52.07,1.17,irontogold,no change
Quinn,TOP,1.64,49.42,1.17,irontogold,no change
Rakan,SUPPORT,2.93,48.76,0.2,irontogold,no change
Rammus,JUNGLE,3.2,51.74,6.27,irontogold,no change
Rek'Sai,JUNGLE,1.28,46.9,0.62,irontogold,no change
Rell,SUPPORT,1.55,48.88,1.26,irontogold,no change
Renekton,TOP,4.43,46.51,4.82,irontogold,no change
Renekton,MID,0.99,49.36,4.82,irontogold,no change
Rengar,TOP,0.82,48.77,1.25,irontogold,no change
Rengar,JUNGLE,2.29,45.18,1.25,irontogold,no change
Riven,TOP,4.63,49.42,1.96,irontogold,no change
Riven,MID,0.76,52.32,1.96,irontogold,no change
Rumble,MID,0.67,50.51,2.06,irontogold,no change
Rumble,TOP,0.69,46.85,2.06,irontogold,no change
Rumble,JUNGLE,2.51,44.65,2.06,irontogold,no change
Ryze,MID,2.97,46.71,0.34,irontogold,no change
Ryze,TOP,0.98,47.02,0.34,irontogold,no change
Samira,ADC,10.67,49.67,34.77,irontogold,no change
Sejuani,JUNGLE,1.93,50.34,0.19,irontogold,no change
Senna,SUPPORT,10.91,49,12.13,irontogold,no change
Senna,ADC,1.91,49.23,12.13,irontogold,no change
Seraphine,SUPPORT,4.67,49.59,2.64,irontogold,buff
Sett,TOP,12.93,51.28,17.93,irontogold,no change
Sett,MID,2.33,53.59,17.93,irontogold,no change
Sett,SUPPORT,2.29,46.53,17.93,irontogold,no change
Shaco,JUNGLE,9.15,50.79,35.21,irontogold,nerf
Shaco,SUPPORT,1.77,52.3,35.21,irontogold,nerf
Shen,TOP,4.38,50.96,1.64,irontogold,no change
Shen,SUPPORT,0.63,49.83,1.64,irontogold,no change
Shyvana,TOP,0.24,50.15,0.29,irontogold,no change
Shyvana,JUNGLE,1.66,49.63,0.29,irontogold,no change
Singed,TOP,1.25,51.29,0.24,irontogold,no change
Sion,TOP,2.3,50.31,0.27,irontogold,no change
Sivir,ADC,4.34,51.46,1.21,irontogold,no change
Skarner,JUNGLE,0.7,51.82,0.14,irontogold,no change
Sona,SUPPORT,2.25,51.75,0.11,irontogold,no change
Soraka,SUPPORT,4.66,50.79,0.69,irontogold,no change
Swain,ADC,0.74,56.65,5.42,irontogold,no change
Swain,MID,0.66,54.33,5.42,irontogold,no change
Swain,SUPPORT,4.51,51.75,5.42,irontogold,no change
Sylas,MID,10.45,49.15,17.65,irontogold,no change
Sylas,TOP,4.61,48.37,17.65,irontogold,no change
Syndra,MID,1.73,47.05,0.52,irontogold,no change
Tahm Kench,TOP,2.41,45.21,2.02,irontogold,tweak
Tahm Kench,SUPPORT,1.51,42.68,2.02,irontogold,tweak
Taliyah,SUPPORT,0.09,48.76,0.1,irontogold,no change
Taliyah,JUNGLE,0.57,47.15,0.1,irontogold,no change
Taliyah,MID,0.1,44.83,0.1,irontogold,no change
Talon,MID,3.71,48.79,3.44,irontogold,no change
Taric,SUPPORT,1.13,50.83,0.13,irontogold,buff
Teemo,TOP,5.5,51.21,6.91,irontogold,no change
Teemo,MID,0.73,53.11,6.91,irontogold,no change
Thresh,SUPPORT,11.89,48.37,7.06,irontogold,no change
Tristana,ADC,12.61,50.34,11.9,irontogold,no change
Trundle,JUNGLE,2.37,52.41,0.58,irontogold,no change
Trundle,TOP,1.6,51.39,0.58,irontogold,no change
Tryndamere,MID,0.85,52.44,4.95,irontogold,no change
Tryndamere,TOP,4.04,48,4.95,irontogold,no change
Tryndamere,JUNGLE,0.55,47.06,4.95,irontogold,no change
Twisted Fate,MID,2.58,47.71,0.22,irontogold,no change
Twitch,ADC,4.43,49.94,2.45,irontogold,no change
Twitch,JUNGLE,0.63,44.09,2.45,irontogold,no change
Udyr,JUNGLE,2.08,47.9,2.04,irontogold,no change
Urgot,TOP,4.06,51.51,4.85,irontogold,no change
Varus,ADC,5.82,48.41,1.11,irontogold,no change
Vayne,ADC,12.7,51.02,11.12,irontogold,no change
Vayne,TOP,2.02,48.99,11.12,irontogold,no change
Veigar,MID,4.44,51.39,1.71,irontogold,no change
Veigar,ADC,0.78,53.13,1.71,irontogold,no change
Veigar,SUPPORT,1.42,49.81,1.71,irontogold,no change
Vel'Koz,MID,1.42,51.99,0.8,irontogold,no change
Vel'Koz,SUPPORT,2.55,51.32,0.8,irontogold,no change
Vi,JUNGLE,3.39,51.74,0.53,irontogold,no change
Viego,JUNGLE,11.44,50.22,21.71,irontogold,no change
Viego,MID,3.26,50.49,21.71,irontogold,no change
Viktor,MID,2.74,51.38,0.49,irontogold,no change
Vladimir,MID,3.23,50.18,4.16,irontogold,no change
Vladimir,TOP,1.18,49.17,4.16,irontogold,no change
Volibear,JUNGLE,5.05,51.25,5.09,irontogold,no change
Volibear,TOP,3.57,49.79,5.09,irontogold,no change
Warwick,JUNGLE,7.25,51.76,4.26,irontogold,no change
Warwick,TOP,1.17,51.48,4.26,irontogold,no change
Wukong,TOP,3.84,52.43,3.13,irontogold,no change
