champ,role,winrate,banrate,pickrate,change,rank
Yuumi,SUPPORT,50.73,7.74,8.27,no change,irontogold
Zac,JUNGLE,52.57,1.48,4.14,no change,irontogold
Zed,MID,48.81,45.71,11.91,no change,irontogold
Ziggs,MID,49.31,0.23,1.26,buff,irontogold
Ziggs,SUPPORT,50.84,0.23,0.3,buff,irontogold
Ziggs,ADC,50.95,0.23,0.25,buff,irontogold
Zilean,MID,53.08,0.65,0.34,no change,irontogold
Zilean,SUPPORT,51.65,0.65,2.63,no change,irontogold
Zoe,MID,45.56,1.35,2.57,no change,irontogold
Zyra,SUPPORT,52.52,2.71,4.98,no change,irontogold
Aatrox,MID,52.61,3.87,0.51,no change,irontogold
Aatrox,TOP,48.44,3.87,4.14,no change,irontogold
Ahri,MID,50.06,1.73,5,no change,irontogold
Akali,MID,48.81,19.59,11.21,no change,irontogold
Akali,TOP,48.1,19.59,3.99,no change,irontogold
Alistar,SUPPORT,50.18,2.09,5.16,no change,irontogold
Amumu,JUNGLE,53.88,1.12,3.9,no change,irontogold
Anivia,MID,51.52,2.72,2.49,no change,irontogold
Anivia,SUPPORT,47.85,2.72,0.43,no change,irontogold
Annie,MID,52.65,1.25,2.31,no change,irontogold
Annie,SUPPORT,49.52,1.25,0.34,no change,irontogold
Aphelios,ADC,46.73,1.22,3.7,buff,irontogold
Ashe,ADC,50.17,1.49,8.5,no change,irontogold
Aurelion Sol,MID,50.35,0.19,0.58,no change,irontogold
Azir,MID,44.56,0.18,1.07,no change,irontogold
Bard,SUPPORT,49.22,0.31,2.28,no change,irontogold
Blitzcrank,SUPPORT,49.45,13.47,6.51,no change,irontogold
Brand,SUPPORT,52.15,9.14,6.09,no change,irontogold
Brand,MID,52.78,9.14,1.2,no change,irontogold
Braum,SUPPORT,50.34,0.45,2.68,no change,irontogold
Caitlyn,ADC,48.32,7.8,12.13,no change,irontogold
Camille,TOP,50.85,2.67,4.3,no change,irontogold
Cassiopeia,TOP,50.21,0.83,0.23,no change,irontogold
Cassiopeia,MID,48.96,0.83,1.35,no change,irontogold
Cho'Gath,TOP,51.23,1.63,3.08,no change,irontogold
Cho'Gath,MID,52,1.63,0.57,no change,irontogold
Corki,MID,53.03,0.31,1.44,no change,irontogold
Corki,ADC,49.38,0.31,0.16,no change,irontogold
Darius,TOP,48.56,28.24,6.18,no change,irontogold
Diana,JUNGLE,51.65,12.31,6.66,no change,irontogold
Diana,MID,51.82,12.31,3.94,no change,irontogold
Dr. Mundo,TOP,52.21,32.69,11.71,no change,irontogold
Dr. Mundo,JUNGLE,46.31,32.69,4.19,no change,irontogold
Draven,ADC,49.27,5.01,5.25,no change,irontogold
Ekko,JUNGLE,50.72,3.23,4.48,no change,irontogold
Ekko,MID,51.04,3.23,3.52,no change,irontogold
Elise,JUNGLE,48.6,6.94,2.95,no change,irontogold
Evelynn,JUNGLE,49.52,5.67,3.86,no change,irontogold
Ezreal,ADC,51.06,20.13,29.01,no change,irontogold
Fiddlesticks,JUNGLE,51.24,2.95,4.01,no change,irontogold
Fiora,TOP,49.85,5.43,4.44,no change,irontogold
Fizz,MID,50.89,9.51,3.95,no change,irontogold
Galio,MID,51.22,1.33,2.65,no change,irontogold
Galio,SUPPORT,49.59,1.33,2.14,no change,irontogold
Gangplank,TOP,45.16,1,2.19,no change,irontogold
Gangplank,MID,46.49,1,0.46,no change,irontogold
Garen,TOP,50.92,4.55,6.49,no change,irontogold
Garen,MID,54.08,4.55,0.86,no change,irontogold
Gnar,TOP,48.46,2.89,3.72,no change,irontogold
Gragas,TOP,48.67,0.24,0.32,no change,irontogold
Gragas,JUNGLE,48.03,0.24,1.56,no change,irontogold
Gragas,SUPPORT,46.85,0.24,0.35,no change,irontogold
Graves,JUNGLE,49.34,1.58,4.12,no change,irontogold
Gwen,TOP,47.56,18.25,5.36,no change,irontogold
Gwen,JUNGLE,49.94,18.25,0.98,no change,irontogold
Gwen,MID,48.84,18.25,1.02,no change,irontogold
Hecarim,JUNGLE,48.95,4.38,5.45,no change,irontogold
Heimerdinger,MID,52,1.37,1.13,no change,irontogold
Heimerdinger,TOP,48.79,1.37,0.86,no change,irontogold
Illaoi,TOP,50.5,5.55,3.1,no change,irontogold
Irelia,TOP,46.67,9.45,4.78,no change,irontogold
Irelia,MID,46.1,9.45,3.73,no change,irontogold
Ivern,JUNGLE,48.5,0.25,0.92,no change,irontogold
Janna,SUPPORT,50.53,0.18,2.92,no change,irontogold
Jarvan IV,JUNGLE,49.63,0.2,2.26,no change,irontogold
Jax,TOP,49.75,4.3,4.79,no change,irontogold
Jax,JUNGLE,50.59,4.3,2.04,no change,irontogold
Jayce,MID,50.2,0.84,0.95,no change,irontogold
Jayce,TOP,47.19,0.84,2.24,no change,irontogold
Jhin,ADC,50.88,5.42,15.09,no change,irontogold
Jinx,ADC,49.71,2.76,12.15,no change,irontogold
Kai'Sa,ADC,48.43,7.67,17.59,no change,irontogold
Kalista,ADC,46.36,0.37,1.62,no change,irontogold
Karma,SUPPORT,47.62,1.14,6.57,no change,irontogold
Karthus,MID,50.2,0.53,0.21,no change,irontogold
Karthus,JUNGLE,49.42,0.53,1.34,no change,irontogold
Kassadin,MID,48.73,4.03,3,no change,irontogold
Katarina,MID,50.36,14.73,9.48,no change,irontogold
Kayle,MID,54.55,1.09,0.88,no change,irontogold
Kayle,TOP,51.63,1.09,3.37,no change,irontogold
Kayn,JUNGLE,50.67,10.16,11.58,no change,irontogold
Kennen,MID,51.98,0.26,0.37,no change,irontogold
Kennen,TOP,49.27,0.26,1.34,no change,irontogold
Kha'Zix,JUNGLE,49.13,8.16,8.29,no change,irontogold
Kindred,JUNGLE,48.77,1.95,4.56,no change,irontogold
Kled,MID,54.58,1.24,0.33,no change,irontogold
Kled,TOP,51.02,1.24,1.85,no change,irontogold
Kog'Maw,ADC,51.49,1.39,4.23,no change,irontogold
LeBlanc,MID,48.01,5.14,4.32,no change,irontogold
Lee Sin,JUNGLE,48.1,20.53,14.8,nerf,irontogold
Lee Sin,TOP,48.23,20.53,2.67,nerf,irontogold
Leona,SUPPORT,50.94,25.58,11.09,no change,irontogold
Lillia,JUNGLE,45.16,0.3,1.26,no change,irontogold
Lissandra,MID,49.72,0.36,1.36,no change,irontogold
Lucian,ADC,46.42,3.11,6.56,no change,irontogold
Lucian,MID,45.68,3.11,3.57,no change,irontogold
Lulu,SUPPORT,50.16,18.51,11.72,no change,irontogold
Lux,SUPPORT,50.12,6.7,13.52,no change,irontogold
Lux,MID,51.69,6.7,5.45,no change,irontogold
Malphite,TOP,51.74,6.37,5.27,no change,irontogold
Malphite,MID,52.14,6.37,1.41,no change,irontogold
Malphite,SUPPORT,49.01,6.37,1.65,no change,irontogold
Malzahar,MID,53.57,4.96,3.68,no change,irontogold
Maokai,SUPPORT,52.14,0.39,2.21,no change,irontogold
Maokai,TOP,50.02,0.39,0.51,no change,irontogold
Master Yi,JUNGLE,51.96,22.88,11.28,no change,irontogold
Miss Fortune,ADC,51.05,2.04,11.65,no change,irontogold
Mordekaiser,TOP,50.63,14.2,8.64,no change,irontogold
Mordekaiser,MID,54.25,14.2,1.23,no change,irontogold
Morgana,SUPPORT,50.39,40.26,10.91,no change,irontogold
Morgana,JUNGLE,50.36,40.26,1.96,no change,irontogold
Nami,SUPPORT,51.32,0.2,3.89,no change,irontogold
Nasus,TOP,53.01,7.56,6.84,no change,irontogold
Nautilus,SUPPORT,50.2,11.38,9.08,no change,irontogold
Neeko,MID,51.03,0.83,2.16,no change,irontogold
Neeko,SUPPORT,48.82,0.83,0.95,no change,irontogold
Nidalee,JUNGLE,44.9,0.82,3.15,no change,irontogold
Nocturne,JUNGLE,50.57,6.41,6.6,no change,irontogold
Olaf,JUNGLE,46.55,1.28,1.42,buff,irontogold
Olaf,TOP,43.44,1.28,0.26,buff,irontogold
Orianna,MID,47.49,0.35,2.42,no change,irontogold
Ornn,TOP,52.13,0.76,3.28,no change,irontogold
Pantheon,MID,50.68,4.37,2.95,no change,irontogold
Pantheon,TOP,49.18,4.37,0.88,no change,irontogold
Pantheon,SUPPORT,45.96,4.37,2.72,no change,irontogold
Poppy,JUNGLE,50.44,0.96,1.88,no change,irontogold
Poppy,TOP,47.96,0.96,1.28,no change,irontogold
Pyke,SUPPORT,47.86,11.91,7.56,no change,irontogold
Qiyana,MID,45.91,2.07,3.16,no change,irontogold
Quinn,TOP,49.46,1.22,1.59,no change,irontogold
Quinn,MID,50.91,1.22,0.3,no change,irontogold
Rakan,SUPPORT,49.37,0.2,2.95,no change,irontogold
Rammus,JUNGLE,52.39,6.98,3.29,no change,irontogold
Rek'Sai,JUNGLE,47.9,0.76,1.58,no change,irontogold
Rell,SUPPORT,49.61,1.63,1.7,no change,irontogold
Renekton,TOP,45.61,5.26,4.33,no change,irontogold
Renekton,MID,48.6,5.26,1.01,no change,irontogold
Rengar,TOP,48.26,1.35,0.81,no change,irontogold
Rengar,JUNGLE,44.65,1.35,2.31,no change,irontogold
Riven,TOP,48.88,1.85,4.47,nerf,irontogold
Riven,MID,52.39,1.85,0.77,nerf,irontogold
Rumble,MID,51.49,3.48,0.92,nerf,irontogold
Rumble,JUNGLE,46.73,3.48,3.99,nerf,irontogold
Rumble,TOP,48.01,3.48,0.82,nerf,irontogold
Ryze,MID,46.25,0.28,2.37,no change,irontogold
Ryze,TOP,45.89,0.28,0.78,no change,irontogold
Samira,ADC,49.87,36.19,11.19,no change,irontogold
Sejuani,JUNGLE,51.12,0.19,2.04,no change,irontogold
Senna,SUPPORT,49.33,13.45,11.72,no change,irontogold
Senna,ADC,49.65,13.45,2.11,no change,irontogold
Seraphine,SUPPORT,50.05,3.22,4.87,no change,irontogold
Sett,TOP,51.13,15.43,12.93,no change,irontogold
Sett,MID,53.5,15.43,2.45,no change,irontogold
Sett,SUPPORT,46.3,15.43,2.42,no change,irontogold
Shaco,JUNGLE,50.63,31.97,8.97,no change,irontogold
Shaco,SUPPORT,51.31,31.97,1.64,no change,irontogold
Shen,TOP,51,2.03,4.68,no change,irontogold
Shen,SUPPORT,49.2,2.03,0.66,no change,irontogold
Shyvana,TOP,50.36,0.29,0.22,no change,irontogold
Shyvana,JUNGLE,50.59,0.29,1.66,no change,irontogold
Singed,TOP,51.95,0.26,1.26,no change,irontogold
Sion,TOP,51.47,0.23,2.08,no change,irontogold
Sivir,ADC,50.9,1.34,4.42,no change,irontogold
Skarner,JUNGLE,52.69,0.16,0.72,no change,irontogold
Sona,SUPPORT,52.04,0.12,2.23,no change,irontogold
Soraka,SUPPORT,50.7,0.66,4.72,no change,irontogold
Swain,MID,54.34,5.5,0.66,no change,irontogold
Swain,ADC,54.78,5.5,0.65,no change,irontogold
Swain,SUPPORT,51.07,5.5,4.5,no change,irontogold
Sylas,MID,48.51,17.7,11.24,no change,irontogold
Sylas,TOP,47.7,17.7,4.84,no change,irontogold
Syndra,MID,46.42,0.55,1.74,no change,irontogold
Tahm Kench,ADC,50.82,0.41,0.25,tweak,irontogold
Tahm Kench,TOP,46.63,0.41,1.05,tweak,irontogold
Tahm Kench,SUPPORT,43.59,0.41,0.48,tweak,irontogold
Taliyah,SUPPORT,49.22,0.09,0.08,no change,irontogold
Taliyah,MID,47.23,0.09,0.1,no change,irontogold
Taliyah,JUNGLE,47.09,0.09,0.54,no change,irontogold
Talon,MID,48.39,3.94,3.99,no change,irontogold
Taric,SUPPORT,51.09,0.14,1.11,no change,irontogold
Teemo,TOP,50.59,6.56,5.24,no change,irontogold
Teemo,MID,52.29,6.56,0.7,no change,irontogold
Thresh,SUPPORT,48.06,7.31,11.92,no change,irontogold
Tristana,ADC,50.13,13.14,13.12,no change,irontogold
Trundle,JUNGLE,52.42,0.41,1.99,no change,irontogold
Trundle,TOP,51.07,0.41,1.05,no change,irontogold
Tryndamere,MID,51.98,4.1,0.82,no change,irontogold
Tryndamere,TOP,48.12,4.1,3.67,no change,irontogold
Tryndamere,JUNGLE,47.86,4.1,0.55,no change,irontogold
Twisted Fate,MID,47.35,0.22,2.64,no change,irontogold
Twitch,ADC,49.38,2.52,4.5,no change,irontogold
Twitch,JUNGLE,44.54,2.52,0.66,no change,irontogold
Udyr,JUNGLE,48.05,3.35,2.68,no change,irontogold
Urgot,TOP,51.26,5.87,4.63,no change,irontogold
Varus,ADC,47.57,1.27,6.07,no change,irontogold
Vayne,ADC,50.6,11.81,12.02,no change,irontogold
Vayne,TOP,48.65,11.81,1.98,no change,irontogold
Veigar,MID,50.97,1.66,4.4,no change,irontogold
Veigar,SUPPORT,49.4,1.66,1.31,no change,irontogold
Vel'Koz,MID,51.46,0.78,1.42,no change,irontogold
Vel'Koz,SUPPORT,50.86,0.78,2.49,no change,irontogold
Vi,JUNGLE,51.41,0.54,3.44,tweak,irontogold
Viego,JUNGLE,49.64,17.15,8.99,tweak,irontogold
Viego,MID,50.69,17.15,3.71,tweak,irontogold
Viego,TOP,49.78,17.15,1.61,tweak,irontogold
Viktor,MID,50.73,0.52,2.83,no change,irontogold
Vladimir,MID,50.46,4.7,3.47,no change,irontogold
Vladimir,TOP,49.68,4.7,1.23,no change,irontogold
Volibear,JUNGLE,51.42,5.33,4.99,no change,irontogold
Volibear,TOP,49.43,5.33,3.66,no change,irontogold
Warwick,JUNGLE,51.76,4.24,7.3,no change,irontogold
Warwick,TOP,50.27,4.24,1.09,no change,irontogold
Wukong,TOP,52.23,4.72,4.2,no change,irontogold
Wukong,MID,53.94,4.72,0.68,no change,irontogold
Wukong,JUNGLE,51.16,4.72,1.08,no change,irontogold
Xayah,ADC,47.25,0.36,3.15,buff,irontogold
Xerath,SUPPORT,51.09,6.07,5.24,no change,irontogold
Xerath,MID,50.81,6.07,3.25,no change,irontogold
Xin Zhao,JUNGLE,52.24,8.27,11.02,no change,irontogold
Yasuo,MID,51.39,26.53,13.27,no change,irontogold
Yasuo,TOP,51.29,26.53,2.85,no change,irontogold
Yasuo,ADC,51.55,26.53,2.09,no change,irontogold
Yone,MID,51.36,18.57,9.9,no change,irontogold
Yone,TOP,50.44,18.57,2.53,no change,irontogold
Yorick,TOP,51.9,1.83,2.46,no change,irontogold
Yuumi,SUPPORT,50.74,8.01,8.74,no change,irontogold
Zac,JUNGLE,52.45,1.38,3.96,no change,irontogold
Zed,MID,48.53,45.25,11.66,no change,irontogold
Ziggs,MID,50.17,0.36,2.42,no change,irontogold
Ziggs,ADC,51.8,0.36,0.64,no change,irontogold
Ziggs,SUPPORT,50.5,0.36,0.48,no change,irontogold
Zilean,MID,53.66,0.63,0.33,no change,irontogold
Zilean,SUPPORT,52.1,0.63,2.63,no change,irontogold
Zoe,MID,44.65,1.18,2.3,no change,irontogold
Zyra,SUPPORT,52.69,2.72,4.96,no change,irontogold
Aatrox,TOP,48.62,3.49,4.06,no change,irontogold
Aatrox,MID,50.99,3.49,0.49,no change,irontogold
Ahri,MID,50.56,1.69,5.05,no change,irontogold
Akali,MID,48.26,22.58,11.47,nerf,irontogold
Akali,TOP,48.13,22.58,4.33,nerf,irontogold
Alistar,SUPPORT,50.33,1.77,4.71,no change,irontogold
Amumu,JUNGLE,53.28,0.98,3.78,no change,irontogold
Anivia,MID,51.9,2.59,2.57,no change,irontogold
Anivia,SUPPORT,47.81,2.59,0.45,no change,irontogold
Annie,MID,53.25,1.27,2.45,no change,irontogold
Annie,SUPPORT,49.21,1.27,0.34,no change,irontogold
Aphelios,ADC,49.29,1.79,5.15,no change,irontogold
Ashe,ADC,50.35,1.49,8.75,no change,irontogold
Aurelion Sol,MID,50.22,0.19,0.61,no change,irontogold
Azir,MID,45.47,0.18,1.21,no change,irontogold
Bard,SUPPORT,48.91,0.29,2.15,no change,irontogold
Blitzcrank,SUPPORT,49.5,13.4,6.39,no change,irontogold
Brand,SUPPORT,53.18,9.36,6.23,no change,irontogold
Brand,MID,53.51,9.36,1.25,no change,irontogold
Braum,SUPPORT,49.9,0.44,2.6,no change,irontogold
Caitlyn,ADC,48.5,7.4,12.04,no change,irontogold
Camille,TOP,51.62,3.56,4.88,no change,irontogold
Cassiopeia,TOP,51.5,0.88,0.32,no change,irontogold
Cassiopeia,MID,49.51,0.88,1.6,no change,irontogold
Cho'Gath,TOP,50.63,1.43,2.81,no change,irontogold
Cho'Gath,MID,51.13,1.43,0.53,no change,irontogold
Corki,MID,51.59,0.3,1.32,no change,irontogold
Corki,ADC,50.39,0.3,0.17,no change,irontogold
Darius,TOP,46.32,24.26,5.05,buff,irontogold
Diana,JUNGLE,50.35,11.3,8.03,no change,irontogold
Diana,MID,50.85,11.3,3.88,no change,irontogold
Dr. Mundo,TOP,52.82,18.59,6.3,tweak,irontogold
Dr. Mundo,JUNGLE,47.11,18.59,1.41,tweak,irontogold
Draven,ADC,49.64,5.5,4.93,no change,irontogold
Ekko,JUNGLE,50.22,3.19,4.33,no change,irontogold
Ekko,MID,50.79,3.19,3.36,no change,irontogold
Elise,JUNGLE,48.49,5.29,2.61,no change,irontogold
Evelynn,JUNGLE,48.7,5.37,3.88,no change,irontogold
Ezreal,ADC,49.68,22.52,27.29,no change,irontogold
Fiddlesticks,JUNGLE,50.47,2.75,3.86,no change,irontogold
Fiora,TOP,50.39,7.6,6.21,no change,irontogold
Fizz,MID,50.33,8.66,3.82,no change,irontogold
Galio,MID,51.05,1.25,2.52,no change,irontogold
Galio,SUPPORT,48.89,1.25,2.14,no change,irontogold
Gangplank,TOP,45.41,0.95,2.19,no change,irontogold
Gangplank,MID,46.27,0.95,0.42,no change,irontogold
Garen,TOP,50.72,4.05,5.85,buff,irontogold
Garen,MID,53.81,4.05,0.74,buff,irontogold
Gnar,TOP,49.27,2.29,3.28,no change,irontogold
Gragas,JUNGLE,46.8,0.23,1.53,no change,irontogold
Gragas,TOP,46.61,0.23,0.33,no change,irontogold
Gragas,SUPPORT,46.41,0.23,0.34,no change,irontogold
Graves,JUNGLE,49.27,1.32,3.6,buff,irontogold
Gwen,TOP,47.49,19.49,5.21,no change,irontogold
Gwen,JUNGLE,49.31,19.49,0.91,no change,irontogold
Gwen,MID,48.48,19.49,0.88,no change,irontogold
Hecarim,JUNGLE,48.88,3.28,4.45,no change,irontogold
Heimerdinger,MID,52.8,1.58,1.18,no change,irontogold
Heimerdinger,TOP,50.63,1.58,0.95,no change,irontogold
Illaoi,TOP,50.49,5.78,3.21,buff,irontogold
Irelia,TOP,46.48,9.39,5.13,tweak,irontogold
Irelia,MID,46.2,9.39,3.79,tweak,irontogold
Ivern,JUNGLE,47.09,0.25,0.85,buff,irontogold
Janna,SUPPORT,49.79,0.18,2.77,no change,irontogold
Jarvan IV,JUNGLE,49.84,0.2,2.09,no change,irontogold
Jax,TOP,50.47,5.07,5.73,no change,irontogold
Jax,JUNGLE,50.32,5.07,2.1,no change,irontogold
Jayce,MID,49.34,0.71,0.89,no change,irontogold
Jayce,TOP,47.42,0.71,2.14,no change,irontogold
Jhin,ADC,50.82,4.93,14.87,no change,irontogold
Jinx,ADC,49.8,2.1,11.53,no change,irontogold
Kai'Sa,ADC,48.65,5.85,16.24,no change,irontogold
Kalista,ADC,46.62,0.48,2.24,no change,irontogold
Karma,SUPPORT,47.34,1.64,6.85,nerf,irontogold
Karthus,MID,51.89,0.51,0.21,no change,irontogold
Karthus,JUNGLE,50.01,0.51,1.45,no change,irontogold
Kassadin,MID,49.42,3.92,3.15,no change,irontogold
Katarina,MID,49.85,15.38,9.49,no change,irontogold
Kayle,TOP,52.31,1.16,3.54,no change,irontogold
Kayle,MID,54.43,1.16,0.97,no change,irontogold
Kayn,JUNGLE,50.1,9.92,12,no change,irontogold
Kennen,MID,52.36,0.26,0.4,no change,irontogold
Kennen,TOP,49.11,0.26,1.34,no change,irontogold
Kha'Zix,JUNGLE,49.18,7.19,7.68,no change,irontogold
Kindred,JUNGLE,48.38,1.63,4.06,no change,irontogold
Kled,MID,54.02,1.2,0.34,no change,irontogold
Kled,TOP,51.08,1.2,1.91,no change,irontogold
Kog'Maw,ADC,52.07,2.23,5.32,no change,irontogold
LeBlanc,MID,48.69,7.18,5.96,no change,irontogold
Lee Sin,JUNGLE,47.65,18.4,14.77,no change,irontogold
Lee Sin,TOP,46.29,18.4,2.03,no change,irontogold
Leona,SUPPORT,50.96,24.94,10.86,no change,irontogold
Lillia,JUNGLE,45.14,0.28,1.34,tweak,irontogold
Lissandra,MID,49.37,0.35,1.47,no change,irontogold
Lucian,ADC,46.12,3.08,6.4,no change,irontogold
Lucian,MID,45.54,3.08,3.43,no change,irontogold
Lulu,SUPPORT,50.27,20.33,11.86,no change,irontogold
Lux,SUPPORT,50.5,7.12,13.84,no change,irontogold
Lux,MID,51.98,7.12,5.54,no change,irontogold
Malphite,TOP,51.48,6.5,5.25,no change,irontogold
Malphite,MID,52.35,6.5,1.36,no change,irontogold
Malphite,SUPPORT,48.99,6.5,1.57,no change,irontogold
Malzahar,MID,53.87,5.51,4.08,nerf,irontogold
Maokai,TOP,50.74,0.34,0.57,no change,irontogold
Maokai,SUPPORT,51.26,0.34,2.17,no change,irontogold
Master Yi,JUNGLE,51.65,23.01,11.06,no change,irontogold
Miss Fortune,ADC,51.26,1.98,11.52,no change,irontogold
Mordekaiser,TOP,49.77,12.43,7.58,no change,irontogold
Mordekaiser,MID,53.37,12.43,1.1,no change,irontogold
Morgana,SUPPORT,50.38,36.79,10.93,no change,irontogold
Morgana,JUNGLE,50.9,36.79,1.51,no change,irontogold
Nami,SUPPORT,51.06,0.19,3.79,no change,irontogold
Nasus,TOP,52.27,8.18,7.17,no change,irontogold
Nautilus,SUPPORT,49.75,11.13,8.58,no change,irontogold
Neeko,MID,50.95,0.79,2.12,no change,irontogold
Neeko,SUPPORT,48.09,0.79,0.96,no change,irontogold
Nidalee,JUNGLE,44.74,0.68,2.74,no change,irontogold
Nocturne,JUNGLE,52.95,20.61,10.3,tweak,irontogold
Nocturne,TOP,52.72,20.61,2.29,tweak,irontogold
Olaf,JUNGLE,48.18,1.3,1.79,no change,irontogold
Olaf,TOP,45.6,1.3,0.33,no change,irontogold
Orianna,MID,48.49,0.3,2.36,no change,irontogold
Ornn,TOP,52.4,0.66,3.2,no change,irontogold
Pantheon,MID,50.47,3.95,2.94,no change,irontogold
Pantheon,TOP,49.24,3.95,0.97,no change,irontogold
Pantheon,SUPPORT,46.33,3.95,2.79,no change,irontogold
Poppy,JUNGLE,50.01,0.65,1.9,no change,irontogold
Poppy,TOP,49.6,0.65,0.92,no change,irontogold
Pyke,SUPPORT,47.65,11.89,7.57,no change,irontogold
Pyke,MID,51.17,11.89,0.88,no change,irontogold
Qiyana,MID,44.82,1.67,2.78,no change,irontogold
Quinn,MID,52.07,1.17,0.29,no change,irontogold
Quinn,TOP,49.42,1.17,1.64,no change,irontogold
Rakan,SUPPORT,48.76,0.2,2.93,no change,irontogold
Rammus,JUNGLE,51.74,6.27,3.2,no change,irontogold
Rek'Sai,JUNGLE,46.9,0.62,1.28,no change,irontogold
Rell,SUPPORT,48.88,1.26,1.55,no change,irontogold
Renekton,TOP,46.51,4.82,4.43,no change,irontogold
Renekton,MID,49.36,4.82,0.99,no change,irontogold
Rengar,TOP,48.77,1.25,0.82,no change,irontogold
Rengar,JUNGLE,45.18,1.25,2.29,no change,irontogold
Riven,TOP,49.42,1.96,4.63,no change,irontogold
Riven,MID,52.32,1.96,0.76,no change,irontogold
Rumble,MID,50.51,2.06,0.67,no change,irontogold
Rumble,TOP,46.85,2.06,0.69,no change,irontogold
Rumble,JUNGLE,44.65,2.06,2.51,no change,irontogold
Ryze,MID,46.71,0.34,2.97,no change,irontogold
Ryze,TOP,47.02,0.34,0.98,no change,irontogold
Samira,ADC,49.67,34.77,10.67,no change,irontogold
Sejuani,JUNGLE,50.34,0.19,1.93,no change,irontogold
Senna,SUPPORT,49,12.13,10.91,no change,irontogold
Senna,ADC,49.23,12.13,1.91,no change,irontogold
Seraphine,SUPPORT,49.59,2.64,4.67,buff,irontogold
Sett,TOP,51.28,17.93,12.93,no change,irontogold
Sett,MID,53.59,17.93,2.33,no change,irontogold
Sett,SUPPORT,46.53,17.93,2.29,no change,irontogold
Shaco,JUNGLE,50.79,35.21,9.15,nerf,irontogold
Shaco,SUPPORT,52.3,35.21,1.77,nerf,irontogold
Shen,TOP,50.96,1.64,4.38,no change,irontogold
Shen,SUPPORT,49.83,1.64,0.63,no change,irontogold
Shyvana,TOP,50.15,0.29,0.24,no change,irontogold
Shyvana,JUNGLE,49.63,0.29,1.66,no change,irontogold
Singed,TOP,51.29,0.24,1.25,no change,irontogold
Sion,TOP,50.31,0.27,2.3,no change,irontogold
Sivir,ADC,51.46,1.21,4.34,no change,irontogold
Skarner,JUNGLE,51.82,0.14,0.7,no change,irontogold
Sona,SUPPORT,51.75,0.11,2.25,no change,irontogold
Soraka,SUPPORT,50.79,0.69,4.66,no change,irontogold
Swain,ADC,56.65,5.42,0.74,no change,irontogold
Swain,MID,54.33,5.42,0.66,no change,irontogold
Swain,SUPPORT,51.75,5.42,4.51,no change,irontogold
Sylas,MID,49.15,17.65,10.45,no change,irontogold
Sylas,TOP,48.37,17.65,4.61,no change,irontogold
Syndra,MID,47.05,0.52,1.73,no change,irontogold
Tahm Kench,TOP,45.21,2.02,2.41,tweak,irontogold
Tahm Kench,SUPPORT,42.68,2.02,1.51,tweak,irontogold
Taliyah,SUPPORT,48.76,0.1,0.09,no change,irontogold
Taliyah,JUNGLE,47.15,0.1,0.57,no change,irontogold
Taliyah,MID,44.83,0.1,0.1,no change,irontogold
Talon,MID,48.79,3.44,3.71,no change,irontogold
Taric,SUPPORT,50.83,0.13,1.13,buff,irontogold
Teemo,TOP,51.21,6.91,5.5,no change,irontogold
Teemo,MID,53.11,6.91,0.73,no change,irontogold
Thresh,SUPPORT,48.37,7.06,11.89,no change,irontogold
Tristana,ADC,50.34,11.9,12.61,no change,irontogold
Trundle,JUNGLE,52.41,0.58,2.37,no change,irontogold
Trundle,TOP,51.39,0.58,1.6,no change,irontogold
Tryndamere,MID,52.44,4.95,0.85,no change,irontogold
Tryndamere,TOP,48,4.95,4.04,no change,irontogold
Tryndamere,JUNGLE,47.06,4.95,0.55,no change,irontogold
Twisted Fate,MID,47.71,0.22,2.58,no change,irontogold
Twitch,ADC,49.94,2.45,4.43,no change,irontogold
Twitch,JUNGLE,44.09,2.45,0.63,no change,irontogold
Udyr,JUNGLE,47.9,2.04,2.08,no change,irontogold
Urgot,TOP,51.51,4.85,4.06,no change,irontogold
Varus,ADC,48.41,1.11,5.82,no change,irontogold
Vayne,ADC,51.02,11.12,12.7,no change,irontogold
Vayne,TOP,48.99,11.12,2.02,no change,irontogold
Veigar,MID,51.39,1.71,4.44,no change,irontogold
Veigar,ADC,53.13,1.71,0.78,no change,irontogold
Veigar,SUPPORT,49.81,1.71,1.42,no change,irontogold
Vel'Koz,MID,51.99,0.8,1.42,no change,irontogold
Vel'Koz,SUPPORT,51.32,0.8,2.55,no change,irontogold
Vi,JUNGLE,51.74,0.53,3.39,no change,irontogold
Viego,JUNGLE,50.22,21.71,11.44,no change,irontogold
Viego,MID,50.49,21.71,3.26,no change,irontogold
Viktor,MID,51.38,0.49,2.74,no change,irontogold
Vladimir,MID,50.18,4.16,3.23,no change,irontogold
Vladimir,TOP,49.17,4.16,1.18,no change,irontogold
Volibear,JUNGLE,51.25,5.09,5.05,no change,irontogold
Volibear,TOP,49.79,5.09,3.57,no change,irontogold
Warwick,JUNGLE,51.76,4.26,7.25,no change,irontogold
Warwick,TOP,51.48,4.26,1.17,no change,irontogold
Wukong,TOP,52.43,3.13,3.84,no change,irontogold
