champ,role,winrate,rank,banrate,pickrate,change
Yuumi,SUPPORT,50.73,irontogold,7.74,8.27,no change
Zac,JUNGLE,52.57,irontogold,1.48,4.14,no change
Zed,MID,48.81,irontogold,45.71,11.91,no change
Ziggs,MID,49.31,irontogold,0.23,1.26,buff
Ziggs,SUPPORT,50.84,irontogold,0.23,0.3,buff
Ziggs,ADC,50.95,irontogold,0.23,0.25,buff
Zilean,MID,53.08,irontogold,0.65,0.34,no change
Zilean,SUPPORT,51.65,irontogold,0.65,2.63,no change
Zoe,MID,45.56,irontogold,1.35,2.57,no change
Zyra,SUPPORT,52.52,irontogold,2.71,4.98,no change
Aatrox,MID,52.61,irontogold,3.87,0.51,no change
Aatrox,TOP,48.44,irontogold,3.87,4.14,no change
Ahri,MID,50.06,irontogold,1.73,5,no change
Akali,MID,48.81,irontogold,19.59,11.21,no change
Akali,TOP,48.1,irontogold,19.59,3.99,no change
Alistar,SUPPORT,50.18,irontogold,2.09,5.16,no change
Amumu,JUNGLE,53.88,irontogold,1.12,3.9,no change
Anivia,MID,51.52,irontogold,2.72,2.49,no change
Anivia,SUPPORT,47.85,irontogold,2.72,0.43,no change
Annie,MID,52.65,irontogold,1.25,2.31,no change
Annie,SUPPORT,49.52,irontogold,1.25,0.34,no change
Aphelios,ADC,46.73,irontogold,1.22,3.7,buff
Ashe,ADC,50.17,irontogold,1.49,8.5,no change
Aurelion Sol,MID,50.35,irontogold,0.19,0.58,no change
Azir,MID,44.56,irontogold,0.18,1.07,no change
Bard,SUPPORT,49.22,irontogold,0.31,2.28,no change
Blitzcrank,SUPPORT,49.45,irontogold,13.47,6.51,no change
Brand,SUPPORT,52.15,irontogold,9.14,6.09,no change
Brand,MID,52.78,irontogold,9.14,1.2,no change
Braum,SUPPORT,50.34,irontogold,0.45,2.68,no change
Caitlyn,ADC,48.32,irontogold,7.8,12.13,no change
Camille,TOP,50.85,irontogold,2.67,4.3,no change
Cassiopeia,TOP,50.21,irontogold,0.83,0.23,no change
Cassiopeia,MID,48.96,irontogold,0.83,1.35,no change
Cho'Gath,TOP,51.23,irontogold,1.63,3.08,no change
Cho'Gath,MID,52,irontogold,1.63,0.57,no change
Corki,MID,53.03,irontogold,0.31,1.44,no change
Corki,ADC,49.38,irontogold,0.31,0.16,no change
Darius,TOP,48.56,irontogold,28.24,6.18,no change
Diana,JUNGLE,51.65,irontogold,12.31,6.66,no change
Diana,MID,51.82,irontogold,12.31,3.94,no change
Dr. Mundo,TOP,52.21,irontogold,32.69,11.71,no change
Dr. Mundo,JUNGLE,46.31,irontogold,32.69,4.19,no change
Draven,ADC,49.27,irontogold,5.01,5.25,no change
Ekko,JUNGLE,50.72,irontogold,3.23,4.48,no change
Ekko,MID,51.04,irontogold,3.23,3.52,no change
Elise,JUNGLE,48.6,irontogold,6.94,2.95,no change
Evelynn,JUNGLE,49.52,irontogold,5.67,3.86,no change
Ezreal,ADC,51.06,irontogold,20.13,29.01,no change
Fiddlesticks,JUNGLE,51.24,irontogold,2.95,4.01,no change
Fiora,TOP,49.85,irontogold,5.43,4.44,no change
Fizz,MID,50.89,irontogold,9.51,3.95,no change
Galio,MID,51.22,irontogold,1.33,2.65,no change
Galio,SUPPORT,49.59,irontogold,1.33,2.14,no change
Gangplank,TOP,45.16,irontogold,1,2.19,no change
Gangplank,MID,46.49,irontogold,1,0.46,no change
Garen,TOP,50.92,irontogold,4.55,6.49,no change
Garen,MID,54.08,irontogold,4.55,0.86,no change
Gnar,TOP,48.46,irontogold,2.89,3.72,no change
Gragas,TOP,48.67,irontogold,0.24,0.32,no change
Gragas,JUNGLE,48.03,irontogold,0.24,1.56,no change
Gragas,SUPPORT,46.85,irontogold,0.24,0.35,no change
Graves,JUNGLE,49.34,irontogold,1.58,4.12,no change
Gwen,TOP,47.56,irontogold,18.25,5.36,no change
Gwen,JUNGLE,49.94,irontogold,18.25,0.98,no change
Gwen,MID,48.84,irontogold,18.25,1.02,no change
Hecarim,JUNGLE,48.95,irontogold,4.38,5.45,no change
Heimerdinger,MID,52,irontogold,1.37,1.13,no change
Heimerdinger,TOP,48.79,irontogold,1.37,0.86,no change
Illaoi,TOP,50.5,irontogold,5.55,3.1,no change
Irelia,TOP,46.67,irontogold,9.45,4.78,no change
Irelia,MID,46.1,irontogold,9.45,3.73,no change
Ivern,JUNGLE,48.5,irontogold,0.25,0.92,no change
Janna,SUPPORT,50.53,irontogold,0.18,2.92,no change
Jarvan IV,JUNGLE,49.63,irontogold,0.2,2.26,no change
Jax,TOP,49.75,irontogold,4.3,4.79,no change
Jax,JUNGLE,50.59,irontogold,4.3,2.04,no change
Jayce,MID,50.2,irontogold,0.84,0.95,no change
Jayce,TOP,47.19,irontogold,0.84,2.24,no change
Jhin,ADC,50.88,irontogold,5.42,15.09,no change
Jinx,ADC,49.71,irontogold,2.76,12.15,no change
Kai'Sa,ADC,48.43,irontogold,7.67,17.59,no change
Kalista,ADC,46.36,irontogold,0.37,1.62,no change
Karma,SUPPORT,47.62,irontogold,1.14,6.57,no change
Karthus,MID,50.2,irontogold,0.53,0.21,no change
Karthus,JUNGLE,49.42,irontogold,0.53,1.34,no change
Kassadin,MID,48.73,irontogold,4.03,3,no change
Katarina,MID,50.36,irontogold,14.73,9.48,no change
Kayle,MID,54.55,irontogold,1.09,0.88,no change
Kayle,TOP,51.63,irontogold,1.09,3.37,no change
Kayn,JUNGLE,50.67,irontogold,10.16,11.58,no change
Kennen,MID,51.98,irontogold,0.26,0.37,no change
Kennen,TOP,49.27,irontogold,0.26,1.34,no change
Kha'Zix,JUNGLE,49.13,irontogold,8.16,8.29,no change
Kindred,JUNGLE,48.77,irontogold,1.95,4.56,no change
Kled,MID,54.58,irontogold,1.24,0.33,no change
Kled,TOP,51.02,irontogold,1.24,1.85,no change
Kog'Maw,ADC,51.49,irontogold,1.39,4.23,no change
LeBlanc,MID,48.01,irontogold,5.14,4.32,no change
Lee Sin,JUNGLE,48.1,irontogold,20.53,14.8,nerf
Lee Sin,TOP,48.23,irontogold,20.53,2.67,nerf
Leona,SUPPORT,50.94,irontogold,25.58,11.09,no change
Lillia,JUNGLE,45.16,irontogold,0.3,1.26,no change
Lissandra,MID,49.72,irontogold,0.36,1.36,no change
Lucian,ADC,46.42,irontogold,3.11,6.56,no change
Lucian,MID,45.68,irontogold,3.11,3.57,no change
Lulu,SUPPORT,50.16,irontogold,18.51,11.72,no change
Lux,SUPPORT,50.12,irontogold,6.7,13.52,no change
Lux,MID,51.69,irontogold,6.7,5.45,no change
Malphite,TOP,51.74,irontogold,6.37,5.27,no change
Malphite,MID,52.14,irontogold,6.37,1.41,no change
Malphite,SUPPORT,49.01,irontogold,6.37,1.65,no change
Malzahar,MID,53.57,irontogold,4.96,3.68,no change
Maokai,SUPPORT,52.14,irontogold,0.39,2.21,no change
Maokai,TOP,50.02,irontogold,0.39,0.51,no change
Master Yi,JUNGLE,51.96,irontogold,22.88,11.28,no change
Miss Fortune,ADC,51.05,irontogold,2.04,11.65,no change
Mordekaiser,TOP,50.63,irontogold,14.2,8.64,no change
Mordekaiser,MID,54.25,irontogold,14.2,1.23,no change
Morgana,SUPPORT,50.39,irontogold,40.26,10.91,no change
Morgana,JUNGLE,50.36,irontogold,40.26,1.96,no change
Nami,SUPPORT,51.32,irontogold,0.2,3.89,no change
Nasus,TOP,53.01,irontogold,7.56,6.84,no change
Nautilus,SUPPORT,50.2,irontogold,11.38,9.08,no change
Neeko,MID,51.03,irontogold,0.83,2.16,no change
Neeko,SUPPORT,48.82,irontogold,0.83,0.95,no change
Nidalee,JUNGLE,44.9,irontogold,0.82,3.15,no change
Nocturne,JUNGLE,50.57,irontogold,6.41,6.6,no change
Olaf,JUNGLE,46.55,irontogold,1.28,1.42,buff
Olaf,TOP,43.44,irontogold,1.28,0.26,buff
Orianna,MID,47.49,irontogold,0.35,2.42,no change
Ornn,TOP,52.13,irontogold,0.76,3.28,no change
Pantheon,MID,50.68,irontogold,4.37,2.95,no change
Pantheon,TOP,49.18,irontogold,4.37,0.88,no change
Pantheon,SUPPORT,45.96,irontogold,4.37,2.72,no change
Poppy,JUNGLE,50.44,irontogold,0.96,1.88,no change
Poppy,TOP,47.96,irontogold,0.96,1.28,no change
Pyke,SUPPORT,47.86,irontogold,11.91,7.56,no change
Qiyana,MID,45.91,irontogold,2.07,3.16,no change
Quinn,TOP,49.46,irontogold,1.22,1.59,no change
Quinn,MID,50.91,irontogold,1.22,0.3,no change
Rakan,SUPPORT,49.37,irontogold,0.2,2.95,no change
Rammus,JUNGLE,52.39,irontogold,6.98,3.29,no change
Rek'Sai,JUNGLE,47.9,irontogold,0.76,1.58,no change
Rell,SUPPORT,49.61,irontogold,1.63,1.7,no change
Renekton,TOP,45.61,irontogold,5.26,4.33,no change
Renekton,MID,48.6,irontogold,5.26,1.01,no change
Rengar,TOP,48.26,irontogold,1.35,0.81,no change
Rengar,JUNGLE,44.65,irontogold,1.35,2.31,no change
Riven,TOP,48.88,irontogold,1.85,4.47,nerf
Riven,MID,52.39,irontogold,1.85,0.77,nerf
Rumble,MID,51.49,irontogold,3.48,0.92,nerf
Rumble,JUNGLE,46.73,irontogold,3.48,3.99,nerf
Rumble,TOP,48.01,irontogold,3.48,0.82,nerf
Ryze,MID,46.25,irontogold,0.28,2.37,no change
Ryze,TOP,45.89,irontogold,0.28,0.78,no change
Samira,ADC,49.87,irontogold,36.19,11.19,no change
Sejuani,JUNGLE,51.12,irontogold,0.19,2.04,no change
Senna,SUPPORT,49.33,irontogold,13.45,11.72,no change
Senna,ADC,49.65,irontogold,13.45,2.11,no change
Seraphine,SUPPORT,50.05,irontogold,3.22,4.87,no change
Sett,TOP,51.13,irontogold,15.43,12.93,no change
Sett,MID,53.5,irontogold,15.43,2.45,no change
Sett,SUPPORT,46.3,irontogold,15.43,2.42,no change
Shaco,JUNGLE,50.63,irontogold,31.97,8.97,no change
Shaco,SUPPORT,51.31,irontogold,31.97,1.64,no change
Shen,TOP,51,irontogold,2.03,4.68,no change
Shen,SUPPORT,49.2,irontogold,2.03,0.66,no change
Shyvana,TOP,50.36,irontogold,0.29,0.22,no change
Shyvana,JUNGLE,50.59,irontogold,0.29,1.66,no change
Singed,TOP,51.95,irontogold,0.26,1.26,no change
Sion,TOP,51.47,irontogold,0.23,2.08,no change
Sivir,ADC,50.9,irontogold,1.34,4.42,no change
Skarner,JUNGLE,52.69,irontogold,0.16,0.72,no change
Sona,SUPPORT,52.04,irontogold,0.12,2.23,no change
Soraka,SUPPORT,50.7,irontogold,0.66,4.72,no change
Swain,MID,54.34,irontogold,5.5,0.66,no change
Swain,ADC,54.78,irontogold,5.5,0.65,no change
Swain,SUPPORT,51.07,irontogold,5.5,4.5,no change
Sylas,MID,48.51,irontogold,17.7,11.24,no change
Sylas,TOP,47.7,irontogold,17.7,4.84,no change
Syndra,MID,46.42,irontogold,0.55,1.74,no change
Tahm Kench,ADC,50.82,irontogold,0.41,0.25,tweak
Tahm Kench,TOP,46.63,irontogold,0.41,1.05,tweak
Tahm Kench,SUPPORT,43.59,irontogold,0.41,0.48,tweak
Taliyah,SUPPORT,49.22,irontogold,0.09,0.08,no change
Taliyah,MID,47.23,irontogold,0.09,0.1,no change
Taliyah,JUNGLE,47.09,irontogold,0.09,0.54,no change
Talon,MID,48.39,irontogold,3.94,3.99,no change
Taric,SUPPORT,51.09,irontogold,0.14,1.11,no change
Teemo,TOP,50.59,irontogold,6.56,5.24,no change
Teemo,MID,52.29,irontogold,6.56,0.7,no change
Thresh,SUPPORT,48.06,irontogold,7.31,11.92,no change
Tristana,ADC,50.13,irontogold,13.14,13.12,no change
Trundle,JUNGLE,52.42,irontogold,0.41,1.99,no change
Trundle,TOP,51.07,irontogold,0.41,1.05,no change
Tryndamere,MID,51.98,irontogold,4.1,0.82,no change
Tryndamere,TOP,48.12,irontogold,4.1,3.67,no change
Tryndamere,JUNGLE,47.86,irontogold,4.1,0.55,no change
Twisted Fate,MID,47.35,irontogold,0.22,2.64,no change
Twitch,ADC,49.38,irontogold,2.52,4.5,no change
Twitch,JUNGLE,44.54,irontogold,2.52,0.66,no change
Udyr,JUNGLE,48.05,irontogold,3.35,2.68,no change
Urgot,TOP,51.26,irontogold,5.87,4.63,no change
Varus,ADC,47.57,irontogold,1.27,6.07,no change
Vayne,ADC,50.6,irontogold,11.81,12.02,no change
Vayne,TOP,48.65,irontogold,11.81,1.98,no change
Veigar,MID,50.97,irontogold,1.66,4.4,no change
Veigar,SUPPORT,49.4,irontogold,1.66,1.31,no change
Vel'Koz,MID,51.46,irontogold,0.78,1.42,no change
Vel'Koz,SUPPORT,50.86,irontogold,0.78,2.49,no change
Vi,JUNGLE,51.41,irontogold,0.54,3.44,tweak
Viego,JUNGLE,49.64,irontogold,17.15,8.99,tweak
Viego,MID,50.69,irontogold,17.15,3.71,tweak
Viego,TOP,49.78,irontogold,17.15,1.61,tweak
Viktor,MID,50.73,irontogold,0.52,2.83,no change
Vladimir,MID,50.46,irontogold,4.7,3.47,no change
Vladimir,TOP,49.68,irontogold,4.7,1.23,no change
Volibear,JUNGLE,51.42,irontogold,5.33,4.99,no change
Volibear,TOP,49.43,irontogold,5.33,3.66,no change
Warwick,JUNGLE,51.76,irontogold,4.24,7.3,no change
Warwick,TOP,50.27,irontogold,4.24,1.09,no change
Wukong,TOP,52.23,irontogold,4.72,4.2,no change
Wukong,MID,53.94,irontogold,4.72,0.68,no change
Wukong,JUNGLE,51.16,irontogold,4.72,1.08,no change
Xayah,ADC,47.25,irontogold,0.36,3.15,buff
Xerath,SUPPORT,51.09,irontogold,6.07,5.24,no change
Xerath,MID,50.81,irontogold,6.07,3.25,no change
Xin Zhao,JUNGLE,52.24,irontogold,8.27,11.02,no change
Yasuo,MID,51.39,irontogold,26.53,13.27,no change
Yasuo,TOP,51.29,irontogold,26.53,2.85,no change
Yasuo,ADC,51.55,irontogold,26.53,2.09,no change
Yone,MID,51.36,irontogold,18.57,9.9,no change
Yone,TOP,50.44,irontogold,18.57,2.53,no change
Yorick,TOP,51.9,irontogold,1.83,2.46,no change
Yuumi,SUPPORT,50.74,irontogold,8.01,8.74,no change
Zac,JUNGLE,52.45,irontogold,1.38,3.96,no change
Zed,MID,48.53,irontogold,45.25,11.66,no change
Ziggs,MID,50.17,irontogold,0.36,2.42,no change
Ziggs,ADC,51.8,irontogold,0.36,0.64,no change
Ziggs,SUPPORT,50.5,irontogold,0.36,0.48,no change
Zilean,MID,53.66,irontogold,0.63,0.33,no change
Zilean,SUPPORT,52.1,irontogold,0.63,2.63,no change
Zoe,MID,44.65,irontogold,1.18,2.3,no change
Zyra,SUPPORT,52.69,irontogold,2.72,4.96,no change
Aatrox,TOP,48.62,irontogold,3.49,4.06,no change
Aatrox,MID,50.99,irontogold,3.49,0.49,no change
Ahri,MID,50.56,irontogold,1.69,5.05,no change
Akali,MID,48.26,irontogold,22.58,11.47,nerf
Akali,TOP,48.13,irontogold,22.58,4.33,nerf
Alistar,SUPPORT,50.33,irontogold,1.77,4.71,no change
Amumu,JUNGLE,53.28,irontogold,0.98,3.78,no change
Anivia,MID,51.9,irontogold,2.59,2.57,no change
Anivia,SUPPORT,47.81,irontogold,2.59,0.45,no change
Annie,MID,53.25,irontogold,1.27,2.45,no change
Annie,SUPPORT,49.21,irontogold,1.27,0.34,no change
Aphelios,ADC,49.29,irontogold,1.79,5.15,no change
Ashe,ADC,50.35,irontogold,1.49,8.75,no change
Aurelion Sol,MID,50.22,irontogold,0.19,0.61,no change
Azir,MID,45.47,irontogold,0.18,1.21,no change
Bard,SUPPORT,48.91,irontogold,0.29,2.15,no change
Blitzcrank,SUPPORT,49.5,irontogold,13.4,6.39,no change
Brand,SUPPORT,53.18,irontogold,9.36,6.23,no change
Brand,MID,53.51,irontogold,9.36,1.25,no change
Braum,SUPPORT,49.9,irontogold,0.44,2.6,no change
Caitlyn,ADC,48.5,irontogold,7.4,12.04,no change
Camille,TOP,51.62,irontogold,3.56,4.88,no change
Cassiopeia,TOP,51.5,irontogold,0.88,0.32,no change
Cassiopeia,MID,49.51,irontogold,0.88,1.6,no change
Cho'Gath,TOP,50.63,irontogold,1.43,2.81,no change
Cho'Gath,MID,51.13,irontogold,1.43,0.53,no change
Corki,MID,51.59,irontogold,0.3,1.32,no change
Corki,ADC,50.39,irontogold,0.3,0.17,no change
Darius,TOP,46.32,irontogold,24.26,5.05,buff
Diana,JUNGLE,50.35,irontogold,11.3,8.03,no change
Diana,MID,50.85,irontogold,11.3,3.88,no change
Dr. Mundo,TOP,52.82,irontogold,18.59,6.3,tweak
Dr. Mundo,JUNGLE,47.11,irontogold,18.59,1.41,tweak
Draven,ADC,49.64,irontogold,5.5,4.93,no change
Ekko,JUNGLE,50.22,irontogold,3.19,4.33,no change
Ekko,MID,50.79,irontogold,3.19,3.36,no change
Elise,JUNGLE,48.49,irontogold,5.29,2.61,no change
Evelynn,JUNGLE,48.7,irontogold,5.37,3.88,no change
Ezreal,ADC,49.68,irontogold,22.52,27.29,no change
Fiddlesticks,JUNGLE,50.47,irontogold,2.75,3.86,no change
Fiora,TOP,50.39,irontogold,7.6,6.21,no change
Fizz,MID,50.33,irontogold,8.66,3.82,no change
Galio,MID,51.05,irontogold,1.25,2.52,no change
Galio,SUPPORT,48.89,irontogold,1.25,2.14,no change
Gangplank,TOP,45.41,irontogold,0.95,2.19,no change
Gangplank,MID,46.27,irontogold,0.95,0.42,no change
Garen,TOP,50.72,irontogold,4.05,5.85,buff
Garen,MID,53.81,irontogold,4.05,0.74,buff
Gnar,TOP,49.27,irontogold,2.29,3.28,no change
Gragas,JUNGLE,46.8,irontogold,0.23,1.53,no change
Gragas,TOP,46.61,irontogold,0.23,0.33,no change
Gragas,SUPPORT,46.41,irontogold,0.23,0.34,no change
Graves,JUNGLE,49.27,irontogold,1.32,3.6,buff
Gwen,TOP,47.49,irontogold,19.49,5.21,no change
Gwen,JUNGLE,49.31,irontogold,19.49,0.91,no change
Gwen,MID,48.48,irontogold,19.49,0.88,no change
Hecarim,JUNGLE,48.88,irontogold,3.28,4.45,no change
Heimerdinger,MID,52.8,irontogold,1.58,1.18,no change
Heimerdinger,TOP,50.63,irontogold,1.58,0.95,no change
Illaoi,TOP,50.49,irontogold,5.78,3.21,buff
Irelia,TOP,46.48,irontogold,9.39,5.13,tweak
Irelia,MID,46.2,irontogold,9.39,3.79,tweak
Ivern,JUNGLE,47.09,irontogold,0.25,0.85,buff
Janna,SUPPORT,49.79,irontogold,0.18,2.77,no change
Jarvan IV,JUNGLE,49.84,irontogold,0.2,2.09,no change
Jax,TOP,50.47,irontogold,5.07,5.73,no change
Jax,JUNGLE,50.32,irontogold,5.07,2.1,no change
Jayce,MID,49.34,irontogold,0.71,0.89,no change
Jayce,TOP,47.42,irontogold,0.71,2.14,no change
Jhin,ADC,50.82,irontogold,4.93,14.87,no change
Jinx,ADC,49.8,irontogold,2.1,11.53,no change
Kai'Sa,ADC,48.65,irontogold,5.85,16.24,no change
Kalista,ADC,46.62,irontogold,0.48,2.24,no change
Karma,SUPPORT,47.34,irontogold,1.64,6.85,nerf
Karthus,MID,51.89,irontogold,0.51,0.21,no change
Karthus,JUNGLE,50.01,irontogold,0.51,1.45,no change
Kassadin,MID,49.42,irontogold,3.92,3.15,no change
Katarina,MID,49.85,irontogold,15.38,9.49,no change
Kayle,TOP,52.31,irontogold,1.16,3.54,no change
Kayle,MID,54.43,irontogold,1.16,0.97,no change
Kayn,JUNGLE,50.1,irontogold,9.92,12,no change
Kennen,MID,52.36,irontogold,0.26,0.4,no change
Kennen,TOP,49.11,irontogold,0.26,1.34,no change
Kha'Zix,JUNGLE,49.18,irontogold,7.19,7.68,no change
Kindred,JUNGLE,48.38,irontogold,1.63,4.06,no change
Kled,MID,54.02,irontogold,1.2,0.34,no change
Kled,TOP,51.08,irontogold,1.2,1.91,no change
Kog'Maw,ADC,52.07,irontogold,2.23,5.32,no change
LeBlanc,MID,48.69,irontogold,7.18,5.96,no change
Lee Sin,JUNGLE,47.65,irontogold,18.4,14.77,no change
Lee Sin,TOP,46.29,irontogold,18.4,2.03,no change
Leona,SUPPORT,50.96,irontogold,24.94,10.86,no change
Lillia,JUNGLE,45.14,irontogold,0.28,1.34,tweak
Lissandra,MID,49.37,irontogold,0.35,1.47,no change
Lucian,ADC,46.12,irontogold,3.08,6.4,no change
Lucian,MID,45.54,irontogold,3.08,3.43,no change
Lulu,SUPPORT,50.27,irontogold,20.33,11.86,no change
Lux,SUPPORT,50.5,irontogold,7.12,13.84,no change
Lux,MID,51.98,irontogold,7.12,5.54,no change
Malphite,TOP,51.48,irontogold,6.5,5.25,no change
Malphite,MID,52.35,irontogold,6.5,1.36,no change
Malphite,SUPPORT,48.99,irontogold,6.5,1.57,no change
Malzahar,MID,53.87,irontogold,5.51,4.08,nerf
Maokai,TOP,50.74,irontogold,0.34,0.57,no change
Maokai,SUPPORT,51.26,irontogold,0.34,2.17,no change
Master Yi,JUNGLE,51.65,irontogold,23.01,11.06,no change
Miss Fortune,ADC,51.26,irontogold,1.98,11.52,no change
Mordekaiser,TOP,49.77,irontogold,12.43,7.58,no change
Mordekaiser,MID,53.37,irontogold,12.43,1.1,no change
Morgana,SUPPORT,50.38,irontogold,36.79,10.93,no change
Morgana,JUNGLE,50.9,irontogold,36.79,1.51,no change
Nami,SUPPORT,51.06,irontogold,0.19,3.79,no change
Nasus,TOP,52.27,irontogold,8.18,7.17,no change
Nautilus,SUPPORT,49.75,irontogold,11.13,8.58,no change
Neeko,MID,50.95,irontogold,0.79,2.12,no change
Neeko,SUPPORT,48.09,irontogold,0.79,0.96,no change
Nidalee,JUNGLE,44.74,irontogold,0.68,2.74,no change
Nocturne,JUNGLE,52.95,irontogold,20.61,10.3,tweak
Nocturne,TOP,52.72,irontogold,20.61,2.29,tweak
Olaf,JUNGLE,48.18,irontogold,1.3,1.79,no change
Olaf,TOP,45.6,irontogold,1.3,0.33,no change
Orianna,MID,48.49,irontogold,0.3,2.36,no change
Ornn,TOP,52.4,irontogold,0.66,3.2,no change
Pantheon,MID,50.47,irontogold,3.95,2.94,no change
Pantheon,TOP,49.24,irontogold,3.95,0.97,no change
Pantheon,SUPPORT,46.33,irontogold,3.95,2.79,no change
Poppy,JUNGLE,50.01,irontogold,0.65,1.9,no change
Poppy,TOP,49.6,irontogold,0.65,0.92,no change
Pyke,SUPPORT,47.65,irontogold,11.89,7.57,no change
Pyke,MID,51.17,irontogold,11.89,0.88,no change
Qiyana,MID,44.82,irontogold,1.67,2.78,no change
Quinn,MID,52.07,irontogold,1.17,0.29,no change
Quinn,TOP,49.42,irontogold,1.17,1.64,no change
Rakan,SUPPORT,48.76,irontogold,0.2,2.93,no change
Rammus,JUNGLE,51.74,irontogold,6.27,3.2,no change
Rek'Sai,JUNGLE,46.9,irontogold,0.62,1.28,no change
Rell,SUPPORT,48.88,irontogold,1.26,1.55,no change
Renekton,TOP,46.51,irontogold,4.82,4.43,no change
Renekton,MID,49.36,irontogold,4.82,0.99,no change
Rengar,TOP,48.77,irontogold,1.25,0.82,no change
Rengar,JUNGLE,45.18,irontogold,1.25,2.29,no change
Riven,TOP,49.42,irontogold,1.96,4.63,no change
Riven,MID,52.32,irontogold,1.96,0.76,no change
Rumble,MID,50.51,irontogold,2.06,0.67,no change
Rumble,TOP,46.85,irontogold,2.06,0.69,no change
Rumble,JUNGLE,44.65,irontogold,2.06,2.51,no change
Ryze,MID,46.71,irontogold,0.34,2.97,no change
Ryze,TOP,47.02,irontogold,0.34,0.98,no change
Samira,ADC,49.67,irontogold,34.77,10.67,no change
Sejuani,JUNGLE,50.34,irontogold,0.19,1.93,no change
Senna,SUPPORT,49,irontogold,12.13,10.91,no change
Senna,ADC,49.23,irontogold,12.13,1.91,no change
Seraphine,SUPPORT,49.59,irontogold,2.64,4.67,buff
Sett,TOP,51.28,irontogold,17.93,12.93,no change
Sett,MID,53.59,irontogold,17.93,2.33,no change
Sett,SUPPORT,46.53,irontogold,17.93,2.29,no change
Shaco,JUNGLE,50.79,irontogold,35.21,9.15,nerf
Shaco,SUPPORT,52.3,irontogold,35.21,1.77,nerf
Shen,TOP,50.96,irontogold,1.64,4.38,no change
Shen,SUPPORT,49.83,irontogold,1.64,0.63,no change
Shyvana,TOP,50.15,irontogold,0.29,0.24,no change
Shyvana,JUNGLE,49.63,irontogold,0.29,1.66,no change
Singed,TOP,51.29,irontogold,0.24,1.25,no change
Sion,TOP,50.31,irontogold,0.27,2.3,no change
Sivir,ADC,51.46,irontogold,1.21,4.34,no change
Skarner,JUNGLE,51.82,irontogold,0.14,0.7,no change
Sona,SUPPORT,51.75,irontogold,0.11,2.25,no change
Soraka,SUPPORT,50.79,irontogold,0.69,4.66,no change
Swain,ADC,56.65,irontogold,5.42,0.74,no change
Swain,MID,54.33,irontogold,5.42,0.66,no change
Swain,SUPPORT,51.75,irontogold,5.42,4.51,no change
Sylas,MID,49.15,irontogold,17.65,10.45,no change
Sylas,TOP,48.37,irontogold,17.65,4.61,no change
Syndra,MID,47.05,irontogold,0.52,1.73,no change
Tahm Kench,TOP,45.21,irontogold,2.02,2.41,tweak
Tahm Kench,SUPPORT,42.68,irontogold,2.02,1.51,tweak
Taliyah,SUPPORT,48.76,irontogold,0.1,0.09,no change
Taliyah,JUNGLE,47.15,irontogold,0.1,0.57,no change
Taliyah,MID,44.83,irontogold,0.1,0.1,no change
Talon,MID,48.79,irontogold,3.44,3.71,no change
Taric,SUPPORT,50.83,irontogold,0.13,1.13,buff
Teemo,TOP,51.21,irontogold,6.91,5.5,no change
Teemo,MID,53.11,irontogold,6.91,0.73,no change
Thresh,SUPPORT,48.37,irontogold,7.06,11.89,no change
Tristana,ADC,50.34,irontogold,11.9,12.61,no change
Trundle,JUNGLE,52.41,irontogold,0.58,2.37,no change
Trundle,TOP,51.39,irontogold,0.58,1.6,no change
Tryndamere,MID,52.44,irontogold,4.95,0.85,no change
Tryndamere,TOP,48,irontogold,4.95,4.04,no change
Tryndamere,JUNGLE,47.06,irontogold,4.95,0.55,no change
Twisted Fate,MID,47.71,irontogold,0.22,2.58,no change
Twitch,ADC,49.94,irontogold,2.45,4.43,no change
Twitch,JUNGLE,44.09,irontogold,2.45,0.63,no change
Udyr,JUNGLE,47.9,irontogold,2.04,2.08,no change
Urgot,TOP,51.51,irontogold,4.85,4.06,no change
Varus,ADC,48.41,irontogold,1.11,5.82,no change
Vayne,ADC,51.02,irontogold,11.12,12.7,no change
Vayne,TOP,48.99,irontogold,11.12,2.02,no change
Veigar,MID,51.39,irontogold,1.71,4.44,no change
Veigar,ADC,53.13,irontogold,1.71,0.78,no change
Veigar,SUPPORT,49.81,irontogold,1.71,1.42,no change
Vel'Koz,MID,51.99,irontogold,0.8,1.42,no change
Vel'Koz,SUPPORT,51.32,irontogold,0.8,2.55,no change
Vi,JUNGLE,51.74,irontogold,0.53,3.39,no change
Viego,JUNGLE,50.22,irontogold,21.71,11.44,no change
Viego,MID,50.49,irontogold,21.71,3.26,no change
Viktor,MID,51.38,irontogold,0.49,2.74,no change
Vladimir,MID,50.18,irontogold,4.16,3.23,no change
Vladimir,TOP,49.17,irontogold,4.16,1.18,no change
Volibear,JUNGLE,51.25,irontogold,5.09,5.05,no change
Volibear,TOP,49.79,irontogold,5.09,3.57,no change
Warwick,JUNGLE,51.76,irontogold,4.26,7.25,no change
Warwick,TOP,51.48,irontogold,4.26,1.17,no change
Wukong,TOP,52.43,irontogold,3.13,3.84,no change
