champ,role,winrate,banrate,pickrate,change,rank
Zoe,MID,52.46,5.84,6.1,no change,challenger
Aatrox,TOP,53.57,2.43,6.41,no change,challenger
Ahri,MID,57.05,0.9,6.02,no change,challenger
Alistar,SUPPORT,52.05,5.31,15.6,no change,challenger
Anivia,MID,52.38,10.19,4.18,no change,challenger
Annie,MID,76.67,1.03,1.71,no change,challenger
Aphelios,ADC,46.92,1.21,6.58,no change,challenger
Ashe,ADC,43.33,0.38,3.64,no change,challenger
Aurelion Sol,MID,56.82,0.37,0.99,no change,challenger
Azir,MID,50.94,0.91,2.34,no change,challenger
Bard,SUPPORT,57.86,4.41,8.71,no change,challenger
Blitzcrank,SUPPORT,48.54,4.04,4.85,no change,challenger
Braum,SUPPORT,54.55,0.15,1.84,no change,challenger
Caitlyn,ADC,47.56,3.94,10.84,no change,challenger
Camille,TOP,58.29,17.15,10.16,no change,challenger
Cassiopeia,MID,50,1.17,2.92,no change,challenger
Cho'Gath,TOP,51.85,0.85,3.62,no change,challenger
Cho'Gath,MID,54.17,0.85,0.79,no change,challenger
Corki,MID,44.44,0.22,2.45,no change,challenger
Darius,TOP,60.71,21.87,5.9,no change,challenger
Diana,MID,50,2.79,4.77,no change,challenger
Dr. Mundo,JUNGLE,52.27,1.41,3.16,no change,challenger
Draven,ADC,50.56,6.19,5.6,no change,challenger
Ekko,MID,63.16,4.89,4.53,no change,challenger
Ekko,JUNGLE,51.72,4.89,5.72,no change,challenger
Elise,JUNGLE,53.72,7.03,6.93,no change,challenger
Evelynn,JUNGLE,55.77,14.45,4.09,no change,challenger
Ezreal,ADC,49.72,2.64,18.67,no change,challenger
Fiddlesticks,JUNGLE,50.65,4.55,3.82,no change,challenger
Fiora,TOP,48.21,10.87,7.69,no change,challenger
Fizz,MID,49.12,6.76,3.4,no change,challenger
Galio,MID,52.13,3.37,5.34,no change,challenger
Galio,SUPPORT,61.54,3.37,3.05,no change,challenger
Gangplank,TOP,57.52,2.06,4.75,no change,challenger
Garen,TOP,50,1.79,3.52,no change,challenger
Gnar,TOP,55.32,19.55,18.93,nerf,challenger
Gragas,TOP,50.78,3.3,6.63,no change,challenger
Gragas,JUNGLE,43.84,3.3,3.51,no change,challenger
Gragas,SUPPORT,47.37,3.3,3.92,no change,challenger
Graves,JUNGLE,51.18,7.59,11.43,no change,challenger
Hecarim,JUNGLE,57.93,46.27,18.7,nerf,challenger
Irelia,TOP,48.7,23.9,7.69,no change,challenger
Irelia,MID,42.53,23.9,3.93,no change,challenger
Janna,SUPPORT,54.92,0.99,7.83,no change,challenger
Jarvan IV,JUNGLE,55.26,0.28,3.64,no change,challenger
Jax,TOP,42.37,5.79,4.12,no change,challenger
Jayce,TOP,51.63,2.03,6.61,no change,challenger
Jayce,MID,43.48,2.03,1.36,no change,challenger
Jhin,ADC,52.29,1.74,14.08,no change,challenger
Jinx,ADC,50.95,2.59,13.33,no change,challenger
Kai'Sa,ADC,57.35,32.26,34.03,no change,challenger
Kalista,ADC,44.74,0.74,3.05,no change,challenger
Karma,SUPPORT,52.3,1.22,9.16,no change,challenger
Karma,MID,59.26,1.22,1.66,no change,challenger
Karma,TOP,51.52,1.22,1.24,no change,challenger
Karthus,JUNGLE,55.05,19.5,7.18,nerf,challenger
Kassadin,MID,61.63,32.81,6.2,no change,challenger
Katarina,MID,48.53,17.51,5.65,no change,challenger
Kayle,TOP,61.9,0.33,1.26,no change,challenger
Kayn,JUNGLE,44.06,13.77,9.73,no change,challenger
Kennen,TOP,48.15,0.34,3.14,no change,challenger
Kennen,MID,48.28,0.34,0.77,no change,challenger
Kha'Zix,JUNGLE,55.48,12.73,9.62,no change,challenger
Kindred,JUNGLE,51.06,1.8,4.06,no change,challenger
Kled,TOP,38.1,0.46,1.3,no change,challenger
Kog'Maw,ADC,60.47,0.1,1.62,no change,challenger
LeBlanc,MID,53.91,2.63,3.25,buff,challenger
Lee Sin,JUNGLE,50.36,1.46,8.49,no change,challenger
Leona,SUPPORT,50.57,9.5,9.85,no change,challenger
Lillia,JUNGLE,48.81,10.95,13.56,buff,challenger
Lucian,MID,50.67,7.33,6.33,no change,challenger
Lucian,TOP,58.54,7.33,1.84,no change,challenger
Lucian,ADC,48.15,7.33,4.31,no change,challenger
Lulu,SUPPORT,51.77,8.92,11.74,no change,challenger
Lux,SUPPORT,59.26,0.31,2.08,no change,challenger
Lux,MID,48.28,0.31,1.93,no change,challenger
Malphite,TOP,62.34,10.24,6.51,no change,challenger
Malzahar,MID,48.15,1.03,2.23,no change,challenger
Master Yi,JUNGLE,46.67,3.73,2.39,no change,challenger
Miss Fortune,ADC,47.76,0.22,4.1,no change,challenger
Mordekaiser,TOP,51.11,1.12,2.53,no change,challenger
Morgana,SUPPORT,58.62,13.11,5.4,no change,challenger
Nami,SUPPORT,56.52,0.09,3.86,no change,challenger
Nautilus,SUPPORT,47.64,4.78,8.24,no change,challenger
Nidalee,JUNGLE,55.89,7.22,10.75,no change,challenger
Nocturne,JUNGLE,62.5,1.8,2.66,no change,challenger
Nocturne,TOP,60,1.8,1.87,no change,challenger
Nocturne,MID,48,1.8,1.81,no change,challenger
Olaf,JUNGLE,49.06,7.3,5.68,no change,challenger
Orianna,MID,52.26,1.01,7.41,no change,challenger
Ornn,TOP,56.25,0.27,3.19,no change,challenger
Poppy,JUNGLE,66.67,1.16,1.68,no change,challenger
Poppy,TOP,54.55,1.16,1.93,no change,challenger
Pyke,SUPPORT,50.49,3.14,5.62,tweak,challenger
Qiyana,MID,54.55,6.89,6.53,no change,challenger
Quinn,TOP,57.14,0.62,1.69,no change,challenger
Rakan,SUPPORT,50,0.28,6.24,no change,challenger
Rek'Sai,JUNGLE,47.06,4.18,5.97,no change,challenger
Rell,SUPPORT,53.38,29.2,12.34,no change,challenger
Renekton,TOP,54.84,10.57,7.78,nerf,challenger
Renekton,MID,47.06,10.57,1.84,nerf,challenger
Rengar,TOP,52.94,12.81,1.25,no change,challenger
Rengar,JUNGLE,43.59,12.81,4.84,no change,challenger
Riven,TOP,52.94,5.14,6.4,no change,challenger
Riven,MID,53.57,5.14,1.1,no change,challenger
Ryze,MID,50.27,0.51,5.4,no change,challenger
Ryze,TOP,50,0.51,1.7,no change,challenger
Samira,ADC,52.1,4.82,5.93,no change,challenger
Sejuani,JUNGLE,57.41,0.16,2.22,no change,challenger
Senna,SUPPORT,50.32,11.77,6.7,no change,challenger
Senna,ADC,47.06,11.77,3.12,no change,challenger
Seraphine,SUPPORT,47.11,27.08,9.1,no change,challenger
Seraphine,MID,50.98,27.08,2.56,no change,challenger
Seraphine,ADC,50,27.08,1.5,no change,challenger
Sett,TOP,47.92,1,3.9,no change,challenger
Sett,SUPPORT,42.86,1,2.52,no change,challenger
Sett,MID,34.62,1,1.33,no change,challenger
Shaco,JUNGLE,45.95,9.57,5.83,no change,challenger
Shen,TOP,50.82,1.82,4.32,no change,challenger
Shyvana,JUNGLE,63.64,0.28,1.46,no change,challenger
Sion,TOP,54.55,0.32,5.53,no change,challenger
Sivir,ADC,54.25,1.63,7.49,no change,challenger
Skarner,JUNGLE,57.69,2.46,3.27,no change,challenger
Sona,SUPPORT,61.9,0.71,2.2,no change,challenger
Soraka,SUPPORT,62.86,0.25,2.28,no change,challenger
Sylas,MID,47.52,2.08,5.04,buff,challenger
Sylas,TOP,49.21,2.08,2.75,buff,challenger
Syndra,MID,51.35,1.07,4.86,no change,challenger
Taliyah,JUNGLE,60.49,0.87,3.76,no change,challenger
Talon,MID,53.03,8.35,5.43,no change,challenger
Talon,JUNGLE,50,8.35,0.93,no change,challenger
Teemo,TOP,57.14,0.68,1.48,no change,challenger
Thresh,SUPPORT,55.04,24.48,23.06,no change,challenger
Tristana,ADC,53.57,10.07,18.46,no change,challenger
Tristana,MID,47.96,10.07,3.48,no change,challenger
Trundle,TOP,64,0.26,0.48,no change,challenger
Trundle,JUNGLE,54.17,0.26,0.92,no change,challenger
Tryndamere,TOP,56.52,2.68,1.87,no change,challenger
Twisted Fate,MID,52.08,2.79,7.84,no change,challenger
Twisted Fate,TOP,55,2.79,0.67,no change,challenger
Twitch,ADC,42.86,4.15,3.06,no change,challenger
Udyr,JUNGLE,51.32,56.46,8.54,no change,challenger
Urgot,TOP,58.67,1.28,4.38,nerf,challenger
Varus,ADC,53.85,0.1,2.78,no change,challenger
Vayne,ADC,58.79,7.56,10.71,no change,challenger
Veigar,ADC,47.5,0.28,1.03,no change,challenger
Veigar,MID,40,0.28,1.8,no change,challenger
Vel'Koz,SUPPORT,54.84,0.42,1.13,no change,challenger
Vel'Koz,MID,25.64,0.42,1.82,no change,challenger
Viego,MID,53.49,45.24,3.34,no change,challenger
Viego,TOP,58.97,45.24,2.28,no change,challenger
Viego,JUNGLE,47.1,45.24,6.14,no change,challenger
Viktor,MID,53.08,0.83,5.28,no change,challenger
Vladimir,MID,53.62,3.56,3.47,no change,challenger
Vladimir,TOP,52.94,3.56,2.43,no change,challenger
Volibear,TOP,47.83,1.5,3.37,tweak,challenger
Wukong,TOP,49.38,1.9,4.48,no change,challenger
Xayah,ADC,44.29,0.77,9.23,no change,challenger
Xerath,MID,34.48,0.33,1.3,no change,challenger
Yasuo,MID,50.53,7.2,4.75,no change,challenger
Yasuo,ADC,54.55,7.2,1.12,no change,challenger
Yasuo,TOP,50,7.2,1.48,no change,challenger
Yone,MID,53.44,26.87,9.66,no change,challenger
Yone,TOP,57.58,26.87,3.01,no change,challenger
Yorick,TOP,41.67,0.15,0.66,no change,challenger
Yuumi,SUPPORT,46.73,7.87,7.56,no change,challenger
Zed,MID,47.54,14.16,6.33,no change,challenger
Zilean,SUPPORT,48.15,0.83,2.93,no change,challenger
Zoe,MID,47.37,4.82,4.97,no change,challenger
Aatrox,TOP,48.75,2.78,6.51,no change,challenger
Ahri,MID,49.5,1.31,5.83,no change,challenger
Akali,MID,54.01,13.22,7.47,no change,challenger
Akali,TOP,54.17,13.22,3.93,no change,challenger
Alistar,SUPPORT,51.9,5.7,15.61,nerf,challenger
Anivia,MID,48.15,8.96,4.09,no change,challenger
Aphelios,ADC,57.45,0.69,4.07,no change,challenger
Ashe,ADC,56.86,0.23,3.15,buff,challenger
Aurelion Sol,MID,42.86,0.43,1.17,no change,challenger
Azir,MID,60,0.39,1.64,no change,challenger
Bard,SUPPORT,50,9.05,9.71,no change,challenger
Blitzcrank,SUPPORT,46.77,3.96,5.25,no change,challenger
Braum,SUPPORT,64.29,0.15,2.03,buff,challenger
Caitlyn,ADC,51.03,4.81,13.01,no change,challenger
Camille,TOP,54.39,13.67,10.52,no change,challenger
Camille,MID,64,13.67,0.97,no change,challenger
Cassiopeia,MID,45.45,1.1,2.16,no change,challenger
Cho'Gath,TOP,45.28,1.31,5.44,no change,challenger
Cho'Gath,MID,54.76,1.31,1.45,no change,challenger
Corki,MID,61.11,0.22,2.53,no change,challenger
Darius,TOP,45.83,23.23,6.77,no change,challenger
Diana,MID,65.22,2.41,4.67,no change,challenger
Dr. Mundo,JUNGLE,46.15,1.41,3.24,no change,challenger
Draven,ADC,55.13,6.27,5.48,no change,challenger
Ekko,MID,48.53,4.29,3.96,no change,challenger
Ekko,JUNGLE,43.33,4.29,4.73,no change,challenger
Elise,JUNGLE,51.35,7.41,6.53,no change,challenger
Evelynn,JUNGLE,53.85,16.33,4.85,no change,challenger
Ezreal,ADC,47.37,2.01,16.63,no change,challenger
Fiddlesticks,JUNGLE,55,4.72,3.81,no change,challenger
Fiora,TOP,36.05,11.67,7.4,no change,challenger
Fizz,MID,61.54,5.66,3.09,no change,challenger
Galio,MID,72.22,2.52,4.78,no change,challenger
Galio,SUPPORT,58.82,2.52,4.33,no change,challenger
Gangplank,TOP,54.55,2.19,4.15,no change,challenger
Garen,TOP,58.82,2.29,3.98,no change,challenger
Gnar,TOP,50,16.66,12.5,no change,challenger
Gragas,JUNGLE,63.16,1.99,3.07,no change,challenger
Gragas,TOP,43.94,1.99,5.1,no change,challenger
Gragas,MID,60,1.99,0.89,no change,challenger
Gragas,SUPPORT,54.24,1.99,3.94,no change,challenger
Graves,JUNGLE,50.21,5.54,11.12,no change,challenger
Hecarim,JUNGLE,55.35,68.26,15.09,nerf,challenger
Irelia,TOP,51.22,22.06,6.05,no change,challenger
Irelia,MID,55,22.06,3,no change,challenger
Janna,SUPPORT,51.75,0.69,7.25,no change,challenger
Jarvan IV,JUNGLE,53.33,0.2,3.14,no change,challenger
Jax,TOP,57.14,5.58,4.36,no change,challenger
Jayce,TOP,51.96,2.35,5.21,no change,challenger
Jayce,MID,33.33,2.35,1.27,no change,challenger
Jhin,ADC,51.06,1.24,11.76,no change,challenger
Jinx,ADC,54.39,2.93,16.6,no change,challenger
Kai'Sa,ADC,55.94,29.55,32.4,no change,challenger
Kalista,ADC,63.64,0.6,2.35,no change,challenger
Karma,SUPPORT,60,0.88,7.93,no change,challenger
Karthus,JUNGLE,49.35,15.41,5.49,no change,challenger
Kassadin,MID,50,36.48,5.64,no change,challenger
Katarina,MID,56.9,16.38,6.29,no change,challenger
Kayn,JUNGLE,50.89,11.97,8.96,no change,challenger
Kennen,TOP,37.5,0.36,2.2,no change,challenger
Kha'Zix,JUNGLE,55.04,12.4,8.98,no change,challenger
Kindred,JUNGLE,48.44,1.86,4,buff,challenger
Kled,TOP,60,0.56,1.47,no change,challenger
LeBlanc,MID,52.17,1.97,3,no change,challenger
Lee Sin,JUNGLE,52.98,1.12,9.19,no change,challenger
Leona,SUPPORT,58.72,9.93,9.47,no change,challenger
Lillia,JUNGLE,43.52,8.83,10.61,no change,challenger
Lucian,MID,47.06,5.87,5.86,no change,challenger
Lucian,TOP,56.25,5.87,1.67,no change,challenger
Lucian,ADC,46.67,5.87,4.45,no change,challenger
Lulu,SUPPORT,46.72,9.92,11.92,no change,challenger
Lux,MID,50,0.2,2.25,no change,challenger
Malphite,TOP,45.45,11.5,6.28,no change,challenger
Malzahar,MID,52.78,1.19,2.38,no change,challenger
Master Yi,JUNGLE,50,4.1,2.67,no change,challenger
Miss Fortune,ADC,60.71,0.13,3.29,no change,challenger
Mordekaiser,TOP,50,1.31,2.84,buff,challenger
Morgana,SUPPORT,55.07,15.7,5.63,no change,challenger
Nami,SUPPORT,46.88,0.08,4.11,no change,challenger
Nasus,TOP,48.15,0.84,2.17,no change,challenger
Nautilus,SUPPORT,55.17,5.39,8.42,no change,challenger
Nidalee,JUNGLE,51.56,6.88,10.91,no change,challenger
Nocturne,TOP,65.22,3.52,1.71,no change,challenger
Nocturne,JUNGLE,50,3.52,4.68,no change,challenger
Nocturne,MID,47.83,3.52,1.31,no change,challenger
Olaf,JUNGLE,58.9,5.33,4.98,no change,challenger
Orianna,MID,61.9,1.2,6.73,no change,challenger
Ornn,TOP,30.43,0.33,3.48,no change,challenger
Pantheon,MID,50,3.31,1.81,no change,challenger
Poppy,TOP,45.45,1.22,2.25,no change,challenger
Pyke,SUPPORT,43.75,3.31,5.68,no change,challenger
Qiyana,MID,57.73,7.25,6.67,no change,challenger
Rakan,SUPPORT,49.07,0.19,6.05,no change,challenger
Rek'Sai,JUNGLE,52.33,3.1,4.77,no change,challenger
Rell,SUPPORT,57.45,21.49,9.52,nerf,challenger
Renekton,TOP,46.53,9.8,6.72,no change,challenger
Rengar,JUNGLE,42.86,11.19,3.94,no change,challenger
Riven,TOP,55,5.08,6.6,no change,challenger
Rumble,TOP,61.9,0.57,1.17,no change,challenger
Ryze,MID,44.66,0.46,4.35,no change,challenger
Samira,ADC,38.3,7.03,8.97,no change,challenger
Sejuani,JUNGLE,48.72,0.16,1.94,no change,challenger
Senna,SUPPORT,58.11,8.13,8.14,no change,challenger
Senna,ADC,54.55,8.13,2,no change,challenger
Seraphine,ADC,60,15.86,1.77,no change,challenger
Seraphine,SUPPORT,49.3,15.86,8.14,no change,challenger
Seraphine,MID,50,15.86,2.14,no change,challenger
Sett,TOP,57.14,1.05,3.78,no change,challenger
Sett,SUPPORT,39.39,1.05,1.94,no change,challenger
Shaco,JUNGLE,57.58,13.32,5.47,no change,challenger
Shen,TOP,49.21,1.98,5.33,no change,challenger
Sion,TOP,53.23,0.38,5.89,no change,challenger
Sivir,ADC,52.08,1.61,7.24,no change,challenger
Skarner,JUNGLE,47.83,1.65,2.82,no change,challenger
Sona,SUPPORT,42.5,0.58,1.93,no change,challenger
Swain,ADC,48.28,1,1.27,no change,challenger
Sylas,MID,51.25,4.52,9.6,no change,challenger
Sylas,TOP,53.52,4.52,4.48,no change,challenger
Syndra,MID,50,0.99,3.96,no change,challenger
Taliyah,JUNGLE,53.52,0.48,3.11,no change,challenger
Talon,MID,57.58,8.8,4.59,no change,challenger
Taric,SUPPORT,62.5,0.36,1.3,no change,challenger
Teemo,TOP,53.19,0.82,1.53,buff,challenger
Thresh,SUPPORT,56.25,26.51,22.04,nerf,challenger
Tristana,ADC,46.63,23.91,22.08,nerf,challenger
Tristana,MID,51.95,23.91,3.48,nerf,challenger
Tryndamere,TOP,31.82,2.37,1.99,no change,challenger
Twisted Fate,MID,52.24,2.04,7.16,no change,challenger
Twitch,ADC,46.15,2.38,3.32,no change,challenger
Udyr,JUNGLE,58.7,45.48,10.25,nerf,challenger
Urgot,TOP,56.19,2.28,5.84,no change,challenger
Varus,ADC,50.82,0.17,3.02,buff,challenger
Vayne,ADC,48.31,7.97,10.03,no change,challenger
Vel'Koz,MID,41.67,0.37,1.67,no change,challenger
Viego,TOP,51.85,38.63,2.07,no change,challenger
Viego,JUNGLE,45.98,38.63,6.32,no change,challenger
Viego,MID,42.86,38.63,2.69,no change,challenger
Viktor,MID,52.48,0.74,4.67,no change,challenger
Vladimir,TOP,86.36,4.32,1.9,no change,challenger
Vladimir,MID,45,4.32,3.69,no change,challenger
Volibear,TOP,66.67,4.13,4.37,no change,challenger
Volibear,JUNGLE,51.83,4.13,7.06,no change,challenger
Wukong,TOP,53.85,2.3,4.49,no change,challenger
Xayah,ADC,52.9,0.61,9.23,no change,challenger
Xin Zhao,JUNGLE,53.49,2.82,5.21,no change,challenger
Xin Zhao,TOP,40.91,2.82,0.94,no change,challenger
Yasuo,MID,40.68,6.58,4.19,buff,challenger
Yasuo,TOP,46.43,6.58,1.27,buff,challenger
Yasuo,ADC,35,6.58,1.02,buff,challenger
Yone,MID,51.94,26.18,9.42,no change,challenger
Yone,TOP,46.55,26.18,3.3,no change,challenger
Yorick,TOP,43.48,0.27,0.9,no change,challenger
Yuumi,SUPPORT,55.71,8.63,8.17,no change,challenger
Zed,MID,52.5,17.36,6.97,no change,challenger
Zilean,SUPPORT,57.89,1.29,3.64,no change,challenger
Zoe,MID,51.28,3.79,4.58,no change,challenger
Zyra,SUPPORT,59.09,0.5,1.85,no change,challenger
Aatrox,TOP,61.76,2.39,7.11,no change,challenger
Ahri,MID,56.25,1.26,5.27,no change,challenger
Akali,MID,52.25,12.42,7.37,no change,challenger
Akali,TOP,46.3,12.42,4.32,no change,challenger
Alistar,SUPPORT,46.23,6.98,13.14,no change,challenger
Anivia,MID,56.52,8.77,3.06,no change,challenger
Aphelios,ADC,42.31,0.58,4.43,buff,challenger
Ashe,ADC,58.93,0.38,5.88,no change,challenger
Aurelion Sol,MID,65.85,0.34,1.07,no change,challenger
Bard,SUPPORT,53.85,6.57,9.18,no change,challenger
Blitzcrank,SUPPORT,45.56,5.09,5.92,no change,challenger
Braum,SUPPORT,48.78,0.23,3.84,no change,challenger
Caitlyn,ADC,37.08,3.64,8.89,no change,challenger
Camille,TOP,52.29,11.25,9.77,no change,challenger
Cho'Gath,TOP,43.24,1.27,4.23,no change,challenger
Cho'Gath,MID,43.48,1.27,0.98,no change,challenger
Corki,MID,57.89,0.24,2.89,no change,challenger
Darius,TOP,49.15,21.38,6.93,buff,challenger
Diana,MID,47.5,2.29,4,buff,challenger
Dr. Mundo,JUNGLE,43.48,1.9,3.29,no change,challenger
Draven,ADC,55.56,5.78,4.86,no change,challenger
Ekko,MID,70.27,4.96,3.68,no change,challenger
Ekko,JUNGLE,53.42,4.96,4.59,no change,challenger
Elise,JUNGLE,56.98,11.52,7.89,no change,challenger
Evelynn,JUNGLE,53.97,14.82,4.82,no change,challenger
Ezreal,ADC,57.26,2.21,19.19,no change,challenger
Fiddlesticks,JUNGLE,54.29,6.15,4.4,no change,challenger
Fiora,TOP,67.24,11.27,6.64,no change,challenger
Fizz,MID,45.45,6.92,2.99,no change,challenger
Galio,MID,58.33,3.93,5.58,no change,challenger
Galio,SUPPORT,51.61,3.93,2.8,no change,challenger
Gangplank,TOP,57.41,2.8,4.68,no change,challenger
Gnar,TOP,52.14,13,11.25,buff,challenger
Gragas,JUNGLE,55.17,2,2.68,no change,challenger
Gragas,SUPPORT,53.13,2,3.74,no change,challenger
Gragas,TOP,44.9,2,3.73,no change,challenger
Graves,JUNGLE,42.64,5,10.48,no change,challenger
Hecarim,JUNGLE,58.82,67.38,13.94,no change,challenger
Irelia,TOP,53.06,21.2,5.79,no change,challenger
Irelia,MID,45.45,21.2,3.09,no change,challenger
Janna,SUPPORT,51.11,0.6,6.03,no change,challenger
Jax,TOP,47.83,6.85,4.87,no change,challenger
Jayce,TOP,51.22,2.53,5.8,no change,challenger
Jayce,MID,55.17,2.53,1.58,no change,challenger
Jhin,ADC,49.55,1.15,9.65,no change,challenger
Jinx,ADC,54.7,7.94,23.86,no change,challenger
Kai'Sa,ADC,53.87,19.79,29.75,no change,challenger
Kalista,ADC,61.29,0.63,2.45,no change,challenger
Karma,SUPPORT,28.57,1.05,8.15,no change,challenger
Karthus,JUNGLE,61.54,13.54,4.78,no change,challenger
Kassadin,MID,47.92,29.22,5.29,no change,challenger
Katarina,MID,50,15.24,6.38,no change,challenger
Kayn,JUNGLE,47.78,12.47,8.56,no change,challenger
Kha'Zix,JUNGLE,63.48,11.18,9.13,no change,challenger
Kindred,JUNGLE,49.25,4.48,5.68,no change,challenger
Kled,TOP,48.21,0.59,2.47,no change,challenger
LeBlanc,MID,40.91,2.36,3.06,buff,challenger
Lee Sin,JUNGLE,48.33,1.7,10.05,buff,challenger
Leona,SUPPORT,54.96,12.06,9.34,no change,challenger
Lillia,JUNGLE,42.7,5.59,8.23,no change,challenger
Lucian,MID,59.42,6.47,5.05,no change,challenger
Lucian,ADC,57.78,6.47,3.9,no change,challenger
Lucian,TOP,59.38,6.47,1.68,no change,challenger
Lulu,SUPPORT,47.21,13.77,15.84,no change,challenger
Lux,MID,44.12,0.33,2.46,no change,challenger
Malphite,TOP,38.46,10.8,5.54,no change,challenger
Malzahar,MID,58.33,1.46,2.76,no change,challenger
Master Yi,JUNGLE,48.57,3.52,2.3,no change,challenger
Mordekaiser,TOP,42.86,1.71,3.64,buff,challenger
Morgana,SUPPORT,42.86,15.9,5.32,buff,challenger
Nami,SUPPORT,58.06,0.15,4.89,no change,challenger
Nautilus,SUPPORT,52.31,5.8,7.38,no change,challenger
Nidalee,JUNGLE,46.76,8.37,11.78,no change,challenger
Nocturne,JUNGLE,50.79,5.18,5.39,no change,challenger
Nocturne,TOP,36.36,5.18,1.79,no change,challenger
Olaf,JUNGLE,48.15,4.47,4.9,no change,challenger
Orianna,MID,55.47,1.05,8.02,nerf,challenger
Poppy,TOP,46.34,1.37,2.68,no change,challenger
Pyke,SUPPORT,49.4,4.67,5.32,no change,challenger
Qiyana,MID,55.79,11.22,7.32,no change,challenger
Rakan,SUPPORT,65.08,0.36,5.78,no change,challenger
Rek'Sai,JUNGLE,52.17,3.97,5.41,no change,challenger
Rell,SUPPORT,56.25,15.86,7.13,no change,challenger
Renekton,TOP,43.75,9.87,6.54,no change,challenger
Renekton,MID,62.5,9.87,1.98,no change,challenger
Riven,TOP,65.52,4.39,6.2,no change,challenger
Ryze,MID,36.73,0.37,3.15,no change,challenger
Samira,ADC,48.31,14.17,12,no change,challenger
Senna,SUPPORT,62.12,10.22,10.26,no change,challenger
Seraphine,SUPPORT,52.24,13.2,8.99,no change,challenger
Shaco,JUNGLE,64.86,15.78,5.92,no change,challenger
Shen,TOP,46.15,1.91,5.18,no change,challenger
Sion,TOP,44.12,0.39,5.31,no change,challenger
Sivir,ADC,61.36,1.38,5.44,no change,challenger
Sona,SUPPORT,62.5,0.58,1.84,no change,challenger
Sylas,MID,54,8.62,12.85,no change,challenger
Sylas,TOP,54.69,8.62,5.75,no change,challenger
Syndra,MID,60,0.69,3.27,no change,challenger
Talon,MID,52.27,9.43,4.71,no change,challenger
Teemo,TOP,37.5,0.68,1.49,no change,challenger
Thresh,SUPPORT,50,31.1,20.05,nerf,challenger
Tristana,MID,69.57,20.37,2.4,no change,challenger
Tristana,ADC,49.67,20.37,15.68,no change,challenger
Twisted Fate,MID,52.81,2.64,7.36,no change,challenger
Twitch,ADC,39.13,2.28,4.29,no change,challenger
Udyr,JUNGLE,48.48,40.22,10.78,no change,challenger
Urgot,TOP,52.5,3.41,6.13,no change,challenger
Varus,ADC,47.22,1.28,7.15,no change,challenger
Vayne,ADC,54.72,7.15,9.58,no change,challenger
Vayne,TOP,65,7.15,0.99,no change,challenger
Vel'Koz,MID,62.96,0.42,1.66,no change,challenger
Viego,JUNGLE,47.27,33.59,6.28,no change,challenger
Viktor,MID,58.18,0.84,5.47,no change,challenger
Vladimir,TOP,54.55,3.65,1.88,buff,challenger
Vladimir,MID,41.94,3.65,3.29,buff,challenger
Volibear,JUNGLE,53.13,5.31,7.18,no change,challenger
Volibear,TOP,46.67,5.31,4.16,no change,challenger
Wukong,TOP,57.81,2.42,5.11,no change,challenger
Wukong,MID,41.18,2.42,0.95,no change,challenger
Xayah,ADC,52.38,0.49,6.73,no change,challenger
Xin Zhao,JUNGLE,56.9,2,4.93,no change,challenger
Yasuo,MID,52.78,7.34,4.89,no change,challenger
Yone,MID,50.68,22.17,7.71,no change,challenger
Yone,TOP,40,22.17,2.47,no change,challenger
Yorick,TOP,50,11.45,5.35,tweak,challenger
Yuumi,SUPPORT,53.16,8.98,8.25,no change,challenger
Zac,JUNGLE,69.23,0.73,2.12,buff,challenger
Zed,MID,57.63,19.36,7.74,buff,challenger
Zoe,MID,54.17,4.19,5.1,no change,challenger
Aatrox,TOP,55.77,2.2,6.65,no change,challenger
Ahri,MID,50,0.97,4.07,no change,challenger
Akali,MID,44.85,13.22,7.83,no change,challenger
Akali,TOP,46.99,13.22,4.42,no change,challenger
Alistar,SUPPORT,47.53,5.69,11.66,no change,challenger
Anivia,MID,56.25,6.23,2.92,no change,challenger
Aphelios,ADC,59.65,0.51,4.22,no change,challenger
Ashe,ADC,53.25,0.45,5.67,no change,challenger
Bard,SUPPORT,55.56,8.35,9.16,no change,challenger
Blitzcrank,SUPPORT,47.41,4.5,5.53,no change,challenger
Braum,SUPPORT,63.33,0.21,2.97,no change,challenger
Caitlyn,ADC,56.38,2.61,7.58,no change,challenger
Camille,TOP,54.37,9.52,8.2,no change,challenger
Cassiopeia,MID,62.5,0.97,1.96,no change,challenger
Cho'Gath,TOP,65,0.92,3.23,no change,challenger
Cho'Gath,MID,26.67,0.92,0.89,no change,challenger
Corki,MID,52.17,0.08,2.38,no change,challenger
Darius,TOP,52.94,27.15,7.12,no change,challenger
Darius,JUNGLE,54.17,27.15,1.5,no change,challenger
Diana,JUNGLE,58.72,34.09,14.65,nerf,challenger
Diana,MID,64.1,34.09,3.46,nerf,challenger
Dr. Mundo,JUNGLE,46.88,1.02,1.42,no change,challenger
Draven,ADC,42.55,5.5,6.11,no change,challenger
Ekko,MID,56.67,3.35,4.26,no change,challenger
Ekko,JUNGLE,52.86,3.35,3.43,no change,challenger
Elise,JUNGLE,40.32,6.8,4.84,no change,challenger
Evelynn,JUNGLE,47.37,17.44,4.84,no change,challenger
Ezreal,ADC,53.72,1.62,15.87,no change,challenger
Fiddlesticks,JUNGLE,47.62,5.24,4.12,no change,challenger
